,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
317,"Hot Coffee with Skim Milk, Large",,0g,5g,3g,3g,0g,40mg,0mg,30,0g,0g,0
318,"Hot Coffee with Skim Milk, Medium",,0g,4g,2g,2g,0g,30mg,0mg,25,0g,0g,0
319,"Hot Coffee with Skim Milk, Small",,0g,3g,2g,2g,0g,25mg,0mg,15,0g,0g,0
320,"Hot Coffee with Skim Milk and Splenda No Calorie Sweetener, Extra Large",,0g,10g,4g,7g,0g,45mg,0mg,50,0g,0g,0
321,"Hot Coffee with Skim Milk and Splenda No Calorie Sweetener, Large",,0g,8g,3g,6g,0g,40mg,0mg,40,0g,0g,0
322,"Hot Coffee with Skim Milk and Splenda No Calorie Sweetener, Medium",,0g,5g,2g,4g,0g,30mg,0mg,30,0g,0g,0
323,"Hot Coffee with Skim Milk and Splenda No Calorie Sweetener, Small",,0g,3g,1g,2g,0g,20mg,0mg,20,0g,0g,0
324,"Hot Coffee with Skim Milk and Sugar, Extra Large",,0g,49g,4g,47g,0g,50mg,0mg,210,0g,0g,0
325,"Hot Coffee with Skim Milk and Sugar, Large",,0g,40g,3g,38g,0g,40mg,0mg,170,0g,0g,0
326,"Hot Coffee with Skim Milk and Sugar, Medium",,0g,30g,2g,28g,0g,30mg,0mg,120,0g,0g,0
327,"Hot Coffee with Skim Milk and Sugar, Small",,0g,20g,2g,19g,0g,25mg,0mg,70,0g,0g,0
328,"Hot Coffee with Splenda No Calorie Sweetener, Extra Large",,0g,6g,1g,3g,0g,15mg,0mg,30,0g,0g,0
329,"Hot Coffee with Splenda No Calorie Sweetener, Large",,0g,5g,1g,3g,0g,15mg,0mg,20,0g,0g,0
330,"Hot Coffee with Splenda No Calorie Sweetener, Medium",,0g,3g,1g,2g,0g,10mg,0mg,15,0g,0g,0
331,"Hot Coffee with Splenda No Calorie Sweetener, Small",,0g,2g,0g,1g,0g,5mg,0mg,10,0g,0g,0
332,"Hot Coffee with Sugar, Extra Large",,0g,46g,1g,43g,0g,15mg,0mg,180,0g,0g,0
333,"Hot Coffee with Sugar, Large",,0g,37g,1g,35g,0g,15mg,0mg,150,0g,0g,0
334,"Hot Coffee with Sugar, Medium",,0g,28g,1g,26g,0g,10mg,0mg,110,0g,0g,0
335,"Hot Coffee with Sugar, Small",,0g,18g,0g,17g,0g,5mg,0mg,60,0g,0g,0
336,"Maple Pecan Swirl Hot Coffee, Extra Large",,0g,68g,4g,63g,0g,90mg,5mg,290,0g,0g,0
337,"Maple Pecan Swirl Hot Coffee, Large",,0g,55g,3g,51g,0g,75mg,5mg,240,0g,0g,0
338,"Maple Pecan Swirl Hot Coffee, Medium",,0g,41g,2g,38g,0g,55mg,5mg,180,0g,0g,0
339,"Maple Pecan Swirl Hot Coffee, Small",,0g,27g,2g,25g,0g,35mg,0mg,120,0g,0g,0
340,"Maple Pecan Swirl Hot Coffee with Cream, Extra Large",,14g,70g,6g,65g,0g,140mg,50mg,440,8g,0g,0
341,"Maple Pecan Swirl Hot Coffee with Cream, Large",,12g,56g,5g,52g,0g,115mg,40mg,350,6g,0g,0
342,"Maple Pecan Swirl Hot Coffee with Cream, Medium",,9g,42g,4g,39g,0g,85mg,30mg,260,4.5g,0g,0
343,"Maple Pecan Swirl Hot Coffee with Cream, Small",,6g,28g,3g,26g,0g,60mg,20mg,170,3g,0g,0
344,"Mocha Swirl Hot Coffee, Extra Large",,1g,65g,3g,57g,3g,50mg,0mg,280,0.5g,0g,$0.49
345,"Mocha Swirl Hot Coffee, Large",,1g,52g,3g,46g,2g,40mg,0mg,230,0g,0g,0
346,"Mocha Swirl Hot Coffee, Medium",,0.5g,39g,2g,34g,2g,30mg,0mg,170,0g,0g,0
347,"Mocha Swirl Hot Coffee, Small",,0g,26g,1g,23g,1g,20mg,0mg,110,0g,0g,0
348,"Mocha Swirl Hot Coffee with Cream, Extra Large",,16g,68g,5g,57g,3g,75mg,50mg,430,10g,0g,0
349,"Mocha Swirl Hot Coffee with Cream, Large",,12g,54g,4g,46g,2g,60mg,40mg,340,8g,0g,0
350,"Mocha Swirl Hot Coffee with Cream, Medium",,9g,41g,3g,34g,2g,45mg,30mg,260,6g,0g,0
351,"Mocha Swirl Hot Coffee with Cream, Small",,6g,27g,2g,23g,1g,30mg,20mg,170,4g,0g,0
352,"Pumpkin Swirl Hot Coffee, Extra Large",,0g,63g,5g,60g,0g,150mg,0mg,280,0g,0g,0
353,"Pumpkin Swirl Hot Coffee, Large",,0g,50g,4g,48g,0g,125mg,0mg,220,0g,0g,0
354,"Pumpkin Swirl Hot Coffee, Medium",,0g,38g,3g,36g,0g,95mg,0mg,170,0g,0g,0
355,"Pumpkin Swirl Hot Coffee, Small",,0g,25g,2g,24g,0g,65mg,0mg,110,0g,0g,0
356,"Pumpkin Swirl Hot Coffee with Cream, Extra Large",,15g,65g,7g,60g,0g,180mg,50mg,420,9g,0g,0
357,"Pumpkin Swirl Hot Coffee with Cream, Large",,12g,53g,5g,48g,0g,150mg,40mg,340,7g,0g,0
358,"Pumpkin Swirl Hot Coffee with Cream, Medium",,9g,39g,4g,36g,0g,110mg,30mg,250,6g,0g,0
359,"Pumpkin Swirl Hot Coffee with Cream, Small",,6g,26g,3g,24g,0g,75mg,20mg,170,3.5g,0g,0
360,Espresso,,0g,1g,0g,0g,0g,5mg,0mg,5,0g,0g,0
361,Espresso with Sugar,,0g,7g,0g,7g,0g,5mg,0mg,30,0g,0g,0
362,"Caramel Mocha Swirl Hot Latte with Milk, Large",,12g,70g,14g,67g,1g,230mg,55mg,450,8g,0g,0
363,"Caramel Mocha Swirl Hot Latte with Milk, Medium",,9g,52g,11g,50g,1g,170mg,40mg,330,6g,0g,0
364,"Caramel Mocha Swirl Hot Latte with Milk, Small",,6g,35g,7g,33g,1g,115mg,25mg,220,4g,0g,0
365,"Caramel Mocha Swirl Hot Latte with Skim Milk, Large",,1g,70g,15g,68g,1g,200mg,10mg,350,0.5g,0g,0
366,"Caramel Mocha Swirl Hot Latte with Skim Milk, Medium",,0.5g,53g,11g,51g,1g,150mg,5mg,260,0g,0g,0
367,"Caramel Mocha Swirl Hot Latte with Skim Milk, Small",,0g,35g,7g,34g,1g,100mg,5mg,170,0g,0g,0
368,"Caramel Swirl Hot Latte with Milk, Large",,12g,73g,14g,72g,0g,200mg,40mg,460,7g,0g,0
369,"Caramel Swirl Hot Latte with Milk, Medium",,9g,55g,11g,54g,0g,150mg,30mg,350,5g,0g,0
370,"Caramel Swirl Hot Latte with Milk, Small",,6g,37g,7g,37g,0g,100mg,20mg,230,3.5g,0g,0
371,"Caramel Swirl Hot Latte with Skim Milk, Large",,0g,73g,15g,72g,0g,200mg,10mg,360,0g,0g,0
372,"Caramel Swirl Hot Latte with Skim Milk, Medium",,0g,55g,11g,55g,0g,150mg,10mg,270,0g,0g,0
373,"Caramel Swirl Hot Latte with Skim Milk, Small",,0g,38g,8g,37g,0g,100mg,5mg,190,0g,0g,0
374,"French Vanilla Swirl Hot Latte with Skim Milk, Large",,0g,71g,15g,69g,0g,230mg,10mg,350,0g,0g,0
375,"French Vanilla Swirl Hot Latte with Skim Milk, Medium",,0g,54g,11g,52g,0g,170mg,10mg,270,0g,0g,0
376,"French Vanilla Swirl Hot Latte with Skim Milk, Small",,0g,36g,8g,35g,0g,115mg,5mg,180,0g,0g,0
377,"French Vanilla Swirl Hot Latte with Whole Milk, Large",,12g,71g,14g,68g,0g,230mg,40mg,450,7g,0g,0
378,"French Vanilla Swirl Hot Latte with Whole Milk, Medium",,9g,53g,11g,52g,0g,170mg,30mg,340,5g,0g,0
379,"French Vanilla Swirl Hot Latte with Whole Milk, Small",,6g,36g,7g,35g,0g,115mg,20mg,230,3.5g,0g,0
380,"Hazelnut Swirl Hot Latte with Skim Milk, Large",,0g,72g,15g,69g,0g,230mg,10mg,350,0g,0g,0
381,"Hazelnut Swirl Hot Latte with Skim Milk, Medium",,0g,54g,11g,52g,0g,170mg,10mg,270,0g,0g,0
382,"Hazelnut Swirl Hot Latte with Skim Milk, Small",,0g,37g,8g,35g,0g,115mg,5mg,180,0g,0g,0
383,"Hazelnut Swirl Hot Latte with Whole Milk, Large",,12g,71g,14g,68g,0g,230mg,40mg,450,7g,0g,0
384,"Hazelnut Swirl Hot Latte with Whole Milk, Medium",,9g,54g,11g,52g,0g,170mg,30mg,340,5g,0g,0
385,"Hazelnut Swirl Hot Latte with Whole Milk, Small",,6g,36g,7g,35g,0g,115mg,20mg,230,3.5g,0g,0
386,"Hot Latte with Almond Milk, Large",,4.5g,28g,2g,25g,2g,260mg,0mg,160,0g,0g,0
387,"Hot Latte with Almond Milk, Medium",,3g,21g,1g,18g,1g,190mg,0mg,120,0g,0g,0
388,"Hot Latte with Almond Milk, Small",,2g,14g,1g,12g,1g,130mg,0mg,80,0g,0g,0
389,"Hot Latte with Skim Milk, Large",,0g,20g,13g,20g,0g,170mg,10mg,140,0g,0g,0
390,"Hot Latte with Skim Milk, Medium",,0g,15g,10g,15g,0g,130mg,5mg,100,0g,0g,0
391,"Hot Latte with Skim Milk, Small",,0g,10g,6g,10g,0g,85mg,5mg,70,0g,0g,0
392,"Hot Latte with Skim Milk and Sugar, Large",,0g,55g,13g,55g,0g,170mg,10mg,270,0g,0g,0
393,"Hot Latte with Skim Milk and Sugar, Medium",,0g,41g,10g,41g,0g,130mg,5mg,200,0g,0g,0
394,"Hot Latte with Skim Milk and Sugar, Small",,0g,28g,6g,28g,0g,85mg,5mg,140,0g,0g,0
395,"Hot Latte with Whole Milk, Large",,12g,19g,12g,19g,0g,170mg,35mg,230,7g,0g,$3.69
396,"Hot Latte with Whole Milk, Medium",,9g,14g,9g,14g,0g,130mg,25mg,170,5g,0g,$3.19
397,"Hot Latte with Whole Milk, Small",,6g,10g,6g,10g,0g,105mg,25mg,120,3.5g,0g,$2.69
398,"Hot Latte with Whole Milk and Sugar, Large",,12g,54g,12g,54g,0g,170mg,35mg,370,7g,0g,0
399,"Hot Latte with Whole Milk and Sugar, Medium",,9g,40g,9g,40g,0g,130mg,25mg,280,5g,0g,0
400,"Hot Latte with Whole Milk and Sugar, Small",,6g,27g,6g,27g,0g,100mg,25mg,170,3.5g,0g,0
401,"Maple Pecan Swirl Hot Latte with Skim Milk, Large",,0g,75g,15g,71g,0g,230mg,10mg,370,0g,0g,0
402,"Maple Pecan Swirl Hot Latte with Skim Milk, Medium",,0g,57g,11g,54g,0g,170mg,10mg,280,0g,0g,0
403,"Maple Pecan Swirl Hot Latte with Skim Milk, Small",,0g,38g,8g,37g,0g,115mg,5mg,190,0g,0g,0
404,"Maple Pecan Swirl Hot Latte with Whole Milk, Large",,12g,74g,14g,70g,0g,230mg,40mg,470,7g,0g,0
405,"Maple Pecan Swirl Hot Latte with Whole Milk, Medium",,9g,56g,11g,53g,0g,170mg,30mg,350,5g,0g,0
406,"Maple Pecan Swirl Hot Latte with Whole Milk, Small",,6g,38g,7g,36g,0g,115mg,20mg,240,3.5g,0g,0
407,Mocha Swirl Hot Latte Large with Milk,,13g,72g,13g,67g,2g,200mg,35mg,460,7g,0g,0
408,Mocha Swirl Hot Latte Medium with Milk,,10g,54g,10g,51g,2g,150mg,25mg,350,6g,0g,0
409,Mocha Swirl Hot Latte Small with Milk,,6g,37g,7g,34g,1g,100mg,20mg,230,3.5g,0g,0
410,"Mocha Swirl Hot Latte with Skim Milk, Large",,1.5g,73g,14g,67g,2g,200mg,5mg,360,1g,0g,0
411,"Mocha Swirl Hot Latte with Skim Milk, Medium",,1g,55g,11g,51g,2g,150mg,5mg,270,0.5g,0g,0
412,"Mocha Swirl Hot Latte with Skim Milk, Small",,0.5g,37g,7g,35g,1g,100mg,5mg,180,0g,0g,0
413,"Pumpkin Swirl Hot Latte with Skim Milk, Large",,0.5g,71g,16g,70g,0g,290mg,10mg,360,0g,0g,0
414,"Pumpkin Swirl Hot Latte with Skim Milk, Medium",,0g,54g,12g,53g,0g,220mg,5mg,270,0g,0g,0
415,"Pumpkin Swirl Hot Latte with Skim Milk, Small",,0g,37g,8g,36g,0g,140mg,5mg,180,0g,0g,0
416,"Pumpkin Swirl Hot Latte with Whole Milk, Large",,12g,70g,15g,69g,0g,290mg,40mg,450,7g,0g,0
417,"Pumpkin Swirl Hot Latte with Whole Milk, Medium",,9g,53g,11g,52g,0g,210mg,30mg,340,5g,0g,0
418,"Pumpkin Swirl Hot Latte with Whole Milk, Small",,6g,36g,7g,36g,0g,140mg,20mg,230,3.5g,0g,0
419,"Caramel Swirl Hot Macchiato with Skim Milk, Large",,0g,66g,11g,65g,0g,150mg,10mg,310,0g,0g,0
420,"Caramel Swirl Hot Macchiato with Skim Milk, Medium",,0g,49g,8g,49g,0g,115mg,5mg,240,0g,0g,0
421,"Caramel Swirl Hot Macchiato with Skim Milk, Small",,0g,33g,6g,33g,0g,80mg,5mg,160,0g,0g,0
422,"Caramel Swirl Hot Macchiato with Whole Milk, Large",,8g,65g,10g,64g,0g,160mg,30mg,380,4.5g,0g,0
423,"Caramel Swirl Hot Macchiato with Whole Milk, Medium",,6g,49g,8g,49g,0g,120mg,20mg,290,3.5g,0g,0
424,"Caramel Swirl Hot Macchiato with Whole Milk, Small",,4g,33g,5g,33g,0g,80mg,15mg,190,2.5g,0g,0
425,"French Vanilla Swirl Hot Macchiato with Skim Milk, Large",,0g,66g,11g,61g,0g,180mg,10mg,310,0g,0g,0
426,"French Vanilla Swirl Hot Macchiato with Skim Milk, Medium",,0g,49g,8g,46g,0g,135mg,5mg,240,0g,0g,0
427,"French Vanilla Swirl Hot Macchiato with Skim Milk, Small",,0g,33g,6g,30g,0g,95mg,5mg,160,0g,0g,0
428,"French Vanilla Swirl Hot Macchiato with Whole Milk, Large",,8g,65g,10g,60g,0g,180mg,30mg,380,4.5g,0g,0
429,"French Vanilla Swirl Hot Macchiato with Whole Milk, Medium",,6g,49g,8g,45g,0g,140mg,20mg,280,3.5g,0g,0
430,"French Vanilla Swirl Hot Macchiato with Whole Milk, Small",,4g,33g,5g,30g,0g,95mg,15mg,190,2.5g,0g,0
431,"Hazelnut Swirl Hot Macchiato with Skim Milk, Large",,0g,66g,11g,61g,0g,180mg,10mg,310,0g,0g,0
432,"Hazelnut Swirl Hot Macchiato with Skim Milk, Medium",,0g,50g,8g,46g,0g,135mg,5mg,240,0g,0g,0
433,"Hazelnut Swirl Hot Macchiato with Skim Milk, Small",,0g,33g,6g,30g,0g,95mg,5mg,160,0g,0g,0
434,"Hazelnut Swirl Hot Macchiato with Whole Milk, Large",,8g,65g,10g,60g,0g,180mg,30mg,380,4.5g,0g,0
435,"Hazelnut Swirl Hot Macchiato with Whole Milk, Medium",,6g,49g,8g,45g,0g,140mg,20mg,290,3.5g,0g,0
436,"Hazelnut Swirl Hot Macchiato with Whole Milk, Small",,4g,33g,5g,30g,0g,95mg,15mg,190,2.5g,0g,0
437,"Hot Macchiato with Skim Milk, Large",,0g,14g,8g,14g,0g,125mg,5mg,100,0g,0g,0
438,"Hot Macchiato with Skim Milk, Medium",,0g,11g,6g,11g,0g,95mg,5mg,70,0g,0g,0
439,"Hot Macchiato with Skim Milk, Small",,0g,8g,4g,8g,0g,65mg,0mg,50,0g,0g,0
440,"Hot Macchiato with Whole Milk, Large",,8g,14g,8g,14g,0g,125mg,25mg,160,4.5g,0g,0
441,"Hot Macchiato with Whole Milk, Medium",,6g,11g,6g,11g,0g,95mg,20mg,120,3.5g,0g,0
442,"Hot Macchiato with Whole Milk, Small",,4g,7g,4g,7g,0g,65mg,10mg,80,2.5g,0g,0
443,"Maple Pecan Swirl Hot Macchiato with Skim Milk, Large",,0g,67g,11g,63g,0g,180mg,10mg,320,0g,0g,0
444,"Maple Pecan Swirl Hot Macchiato with Skim Milk, Medium",,0g,51g,8g,47g,0g,140mg,5mg,240,0g,0g,0
445,"Maple Pecan Swirl Hot Macchiato with Skim Milk, Small",,0g,34g,6g,31g,0g,95mg,5mg,160,0g,0g,0
446,"Maple Pecan Swirl Hot Macchiato with Whole Milk, Large",,8g,67g,10g,62g,0g,190mg,30mg,390,4.5g,0g,0
447,"Maple Pecan Swirl Hot Macchiato with Whole Milk, Medium",,6g,50g,8g,47g,0g,140mg,20mg,290,3.5g,0g,0
448,"Maple Pecan Swirl Hot Macchiato with Whole Milk, Small",,4g,34g,5g,31g,0g,95mg,15mg,200,2.5g,0g,0
449,"Mocha Swirl Hot Macchiato with Skim Milk, Large",,1g,65g,10g,58g,2g,150mg,5mg,310,0.5g,0g,0
450,"Mocha Swirl Hot Macchiato with Skim Milk, Medium",,1g,49g,8g,43g,2g,115mg,5mg,240,0.5g,0g,0
451,"Mocha Swirl Hot Macchiato with Skim Milk, Small",,0.5g,33g,5g,29g,1g,80mg,0mg,160,0g,0g,0
452,"Mocha Swirl Hot Macchiato with Whole Milk, Large",,9g,65g,10g,58g,2g,150mg,25mg,380,5g,0g,0
453,"Mocha Swirl Hot Macchiato with Whole Milk, Medium",,7g,49g,7g,43g,2g,115mg,20mg,280,4g,0g,0
454,"Mocha Swirl Hot Macchiato with Whole Milk, Small",,4.5g,33g,5g,29g,1g,80mg,10mg,190,2.5g,0g,0
455,"Pumpkin Swirl Hot Macchiato with Skim Milk, Large",,0.5g,66g,12g,63g,0g,240mg,5mg,320,0g,0g,0
456,"Pumpkin Swirl Hot Macchiato with Skim Milk, Medium",,0g,50g,9g,47g,0g,180mg,5mg,240,0g,0g,0
457,"Pumpkin Swirl Hot Macchiato with Skim Milk, Small",,0g,33g,6g,31g,0g,125mg,5mg,160,0g,0g,0
458,"Pumpkin Swirl Hot Macchiato with Whole Milk, Large",,8g,66g,11g,62g,0g,240mg,25mg,390,5g,0g,0
459,"Pumpkin Swirl Hot Macchiato with Whole Milk, Medium",,6g,49g,8g,47g,0g,180mg,20mg,290,3.5g,0g,0
460,"Pumpkin Swirl Hot Macchiato with Whole Milk, Small",,4g,33g,6g,31g,0g,125mg,15mg,200,2.5g,0g,0
461,"Apple Cider, Extra Large (Regional)",,0g,80g,0g,80g,0g,160mg,0mg,320,0g,0g,0
462,"Apple Cider, Large (Regional)",,0g,66g,0g,66g,0g,130mg,0mg,260,0g,0g,0
463,"Apple Cider, Medium (Regional)",,0g,45g,0g,45g,0g,90mg,0mg,180,0g,0g,0
464,"Apple Cider, Small (Regional)",,0g,31g,0g,31g,0g,60mg,0mg,120,0g,0g,0
465,"Vanilla Chai, Large",,12g,75g,14g,66g,0g,210mg,10mg,450,10g,0g,0
466,"Vanilla Chai, Medium",,9g,56g,10g,49g,0g,160mg,10mg,340,7g,0g,0
467,"Vanilla Chai, Small",,6g,37g,7g,33g,0g,105mg,5mg,230,5g,0g,$2.15
468,"Caramel Swirl Iced Cappuccino with Skim Milk, Large",,0g,64g,11g,62g,0g,160mg,10mg,310,0g,0g,0
469,"Caramel Swirl Iced Cappuccino with Skim Milk, Medium",,0g,48g,8g,47g,0g,120mg,5mg,230,0g,0g,0
470,"Caramel Swirl Iced Cappuccino with Skim Milk, Small",,0g,32g,6g,31g,0g,80mg,5mg,150,0g,0g,0
471,"Caramel Swirl Iced Cappuccino with Whole Milk, Large",,8g,64g,10g,62g,0g,160mg,30mg,370,4.5g,0g,0
472,"Caramel Swirl Iced Cappuccino with Whole Milk, Medium",,6g,48g,8g,46g,0g,120mg,20mg,280,3.5g,0g,0
473,"Caramel Mocha Swirl Iced Coffee, Large",,0g,54g,4g,48g,1g,45mg,0mg,230,0g,0g,0
474,"Caramel Mocha Swirl Iced Coffee, Medium",,0g,41g,3g,36g,1g,35mg,0mg,180,0g,0g,$21.99
475,"Caramel Mocha Swirl Iced Coffee, Small",,0g,27g,2g,24g,1g,25mg,0mg,120,0g,0g,$3.89
476,"Caramel Mocha Swirl Iced Coffee with Cream, Large",,12g,56g,5g,48g,1g,70mg,40mg,350,7g,0g,0
477,"Caramel Mocha Swirl Iced Coffee with Cream, Medium",,9g,42g,4g,36g,1g,50mg,30mg,260,6g,0g,0
478,"Caramel Swirl Iced Cappuccino with Whole Milk, Small",,4g,32g,5g,31g,0g,80mg,15mg,190,2.5g,0g,0
479,"French Vanilla Swirl Iced Cappuccino with Skim Milk, Large",,0g,64g,11g,60g,0g,190mg,10mg,300,0g,0g,0
480,"French Vanilla Swirl Iced Cappuccino with Skim Milk, Medium",,0g,48g,8g,45g,0g,140mg,5mg,230,0g,0g,0
481,"French Vanilla Swirl Iced Cappuccino with Skim Milk, Small",,0g,32g,5g,30g,0g,95mg,5mg,150,0g,0g,0
482,"French Vanilla Swirl Iced Cappuccino with Whole Milk, Large",,8g,63g,10g,60g,0g,190mg,30mg,370,4.5g,0g,0
483,"French Vanilla Swirl Iced Cappuccino with Whole Milk, Medium",,6g,48g,8g,45g,0g,140mg,20mg,280,3.5g,0g,0
484,"French Vanilla Swirl Iced Cappuccino with Whole Milk, Small",,4g,32g,5g,30g,0g,95mg,15mg,180,2.5g,0g,0
485,"Hazelnut Swirl Iced Cappuccino with Skim Milk, Large",,0g,64g,11g,60g,0g,190mg,10mg,300,0g,0g,0
486,"Hazelnut Swirl Iced Cappuccino with Skim Milk, Medium",,0g,48g,8g,45g,0g,140mg,5mg,230,0g,0g,0
487,"Hazelnut Swirl Iced Cappuccino with Skim Milk, Small",,0g,32g,5g,30g,0g,95mg,5mg,150,0g,0g,0
488,"Hazelnut Swirl Iced Cappuccino with Whole Milk, Large",,8g,64g,10g,60g,0g,190mg,30mg,370,4.5g,0g,0
489,"Hazelnut Swirl Iced Cappuccino with Whole Milk, Medium",,6g,48g,8g,45g,0g,140mg,20mg,280,3.5g,0g,0
490,"Hazelnut Swirl Iced Cappuccino with Whole Milk, Small",,4g,32g,5g,30g,0g,95mg,15mg,190,2.5g,0g,0
491,"Maple Pecan Swirl Iced Cappuccino with Skim Milk, Large",,0g,65g,11g,62g,0g,190mg,10mg,310,0g,0g,0
492,"Maple Pecan Swirl Iced Cappuccino with Skim Milk, Medium",,0g,49g,8g,47g,0g,140mg,5mg,230,0g,0g,0
493,"Maple Pecan Swirl Iced Cappuccino with Skim Milk, Small",,0g,33g,5g,31g,0g,95mg,5mg,160,0g,0g,0
494,"Maple Pecan Swirl Iced Cappuccino with Whole Milk, Large",,8g,65g,10g,62g,0g,190mg,30mg,380,4.5g,0g,0
495,"Maple Pecan Swirl Iced Cappuccino with Whole Milk, Medium",,6g,49g,8g,46g,0g,140mg,20mg,280,3.5g,0g,0
496,"Maple Pecan Swirl Iced Cappuccino with Whole Milk, Small",,4g,33g,5g,31g,0g,95mg,15mg,190,2.5g,0g,0
497,"Mocha Swirl Iced Cappuccino with Skim Milk, Large",,1g,63g,10g,57g,2g,160mg,5mg,300,0.5g,0g,0
498,"Mocha Swirl Iced Cappuccino with Skim Milk, Medium",,1g,47g,8g,43g,2g,115mg,5mg,230,0g,0g,0
499,"Mocha Swirl Iced Cappuccino with Skim Milk, Small",,0.5g,32g,5g,29g,1g,80mg,0mg,150,0g,0g,0
500,"Mocha Swirl Iced Cappuccino with Whole Milk, Large",,9g,63g,10g,57g,2g,160mg,25mg,370,5g,0g,0
501,"Mocha Swirl Iced Cappuccino with Whole Milk, Medium",,7g,47g,7g,43g,2g,120mg,20mg,280,4g,0g,0
502,"Mocha Swirl Iced Cappuccino with Whole Milk, Small",,4.5g,31g,5g,28g,1g,80mg,10mg,180,2.5g,0g,0
503,"Pumpkin Swirl Iced Cappuccino with Skim Milk, Large",,0g,62g,12g,60g,0g,240mg,5mg,300,0g,0g,0
504,"Pumpkin Swirl Iced Cappuccino with Skim Milk, Medium",,0g,47g,9g,45g,0g,180mg,5mg,230,0g,0g,0
505,"Pumpkin Swirl Iced Cappuccino with Skim Milk, Small",,0g,31g,6g,30g,0g,120mg,5mg,150,0g,0g,0
506,"Pumpkin Swirl Iced Cappuccino with Whole Milk, Large",,8g,62g,11g,60g,0g,240mg,25mg,370,5g,0g,0
507,"Pumpkin Swirl Iced Cappuccino with Whole Milk, Medium",,6g,46g,8g,45g,0g,180mg,20mg,280,3.5g,0g,0
508,"Pumpkin Swirl Iced Cappuccino with Whole Milk, Small",,4g,31g,5g,30g,0g,125mg,15mg,180,2.5g,0g,0
509,"Caramel Mocha Swirl Iced Latte with Milk, Large",,12g,70g,14g,67g,1g,240mg,55mg,450,8g,0g,0
510,"Caramel Mocha Swirl Iced Latte with Milk, Medium",,9g,52g,11g,50g,1g,180mg,40mg,330,6g,0g,0
511,"Caramel Mocha Swirl Iced Latte with Milk, Small",,6g,35g,7g,33g,1g,120mg,25mg,220,4g,0g,0
512,"Caramel Mocha Swirl Iced Latte with Skim Milk, Large",,1g,70g,15g,68g,1g,210mg,10mg,350,0.5g,0g,0
513,"Caramel Mocha Swirl Iced Latte with Skim Milk, Medium",,0.5g,53g,11g,51g,1g,150mg,5mg,260,0g,0g,0
514,"Caramel Mocha Swirl Iced Latte with Skim Milk, Small",,0g,35g,7g,34g,1g,105mg,5mg,170,0g,0g,0
515,"Caramel Swirl Iced Latte with Milk, Large",,12g,73g,14g,72g,0g,220mg,40mg,460,7g,0g,0
516,"Caramel Swirl Iced Latte with Milk, Medium",,9g,55g,11g,54g,0g,160mg,30mg,350,5g,0g,0
517,"Caramel Swirl Iced Latte with Milk, Small",,6g,37g,7g,37g,0g,110mg,20mg,230,3.5g,0g,0
518,"Caramel Swirl Iced Latte with Skim Milk, Large",,0g,73g,15g,72g,0g,210mg,10mg,360,0g,0g,0
519,"Caramel Swirl Iced Latte with Skim Milk, Medium",,0g,55g,11g,55g,0g,160mg,10mg,270,0g,0g,0
520,"Caramel Swirl Iced Latte with Skim Milk, Small",,0g,38g,8g,37g,0g,110mg,5mg,190,0g,0g,0
521,"French Vanilla Swirl Iced Latte with Skim Milk, Large",,0g,71g,15g,69g,0g,240mg,10mg,350,0g,0g,0
522,"French Vanilla Swirl Iced Latte with Skim Milk, Medium",,0g,54g,11g,52g,0g,180mg,10mg,270,0g,0g,0
523,"French Vanilla Swirl Iced Latte with Skim Milk, Small",,0g,36g,8g,35g,0g,120mg,5mg,180,0g,0g,0
524,"French Vanilla Swirl Iced Latte with Whole Milk, Large",,12g,71g,14g,68g,0g,250mg,40mg,450,7g,0g,0
525,"French Vanilla Swirl Iced Latte with Whole Milk, Medium",,9g,53g,11g,52g,0g,180mg,30mg,340,5g,0g,0
526,"French Vanilla Swirl Iced Latte with Whole Milk, Small",,6g,36g,7g,35g,0g,125mg,20mg,230,3.5g,0g,0
527,"Hazelnut Swirl Iced Latte with Skim Milk, Large",,0g,72g,15g,69g,0g,240mg,10mg,350,0g,0g,0
528,"Hazelnut Swirl Iced Latte with Skim Milk, Medium",,0g,54g,11g,52g,0g,180mg,10mg,270,0g,0g,0
529,"Hazelnut Swirl Iced Latte with Skim Milk, Small",,0g,37g,8g,35g,0g,120mg,5mg,180,0g,0g,0
530,"Hazelnut Swirl Iced Latte with Whole Milk, Large",,12g,71g,14g,68g,0g,250mg,40mg,450,7g,0g,0
531,"Hazelnut Swirl Iced Latte with Whole Milk, Medium",,9g,54g,11g,52g,0g,180mg,30mg,340,5g,0g,0
532,"Hazelnut Swirl Iced Latte with Whole Milk, Small",,6g,36g,7g,35g,0g,125mg,20mg,230,3.5g,0g,0
533,"Iced Latte with Almond Milk, Large",,4.5g,28g,2g,25g,2g,280mg,0mg,160,0g,0g,0
534,"Iced Latte with Almond Milk, Medium",,3g,21g,1g,18g,1g,210mg,0mg,120,0g,0g,0
535,"Iced Latte with Almond Milk, Small",,2g,14g,1g,12g,1g,140mg,0mg,80,0g,0g,$0.50
536,"Iced Latte with Skim Milk, Large",,0g,20g,13g,20g,0g,190mg,10mg,140,0g,0g,0
