,Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
641,Original Pan Crust (Large),79.5g,8g,32g,7g,0g,1g,270mg,0mg,220,1.5g,0g,$15.49
642,Original Stuffed Crust (Large),88.9g,7g,31g,9g,1g,1g,370mg,20mg,220,3.5g,0g,$17.49
643,Thin 'N Crispy® Crust (Large),46.1g,1g,24g,4g,2g,1g,220mg,0mg,130,0g,0g,$15.49
644,Ultimate Cheesy Crust (Limited Time),98.2g,10g,31g,13g,0g,1g,400mg,25mg,270,5g,0g,0
645,Hand Tossed Crust (Medium),49.6g,1.5g,22g,4g,0g,1g,135mg,0mg,120,0g,0g,$12.49
646,Original Pan Crust (Medium),58.3g,4g,25g,4g,0g,1g,180mg,0mg,150,0.5g,0g,0
647,Thin 'N Crispy® Crust (Medium),35.4g,1g,19g,3g,2g,1g,170mg,0mg,100,0g,0g,$12.49
648,Pan Crust (Personal),37.4g,2.5g,15g,3g,1g,1g,140mg,0mg,100,0g,0g,$4.29
649,Rectangular Crust,59.7g,4g,26g,5g,0g,1g,220mg,0mg,160,0.5g,0g,0
650,Hand Tossed Crust (Small),31.9g,1g,14g,3g,0g,1g,85mg,0mg,80,0g,0g,0
651,Original Pan Crust (Small),33.9g,2.5g,14g,3g,1g,1g,130mg,0mg,90,0g,0g,0
652,Thin 'N Crispy® Crust (Small),21.3g,0.5g,11g,2g,1g,0g,100mg,0mg,60,0g,0g,0
653,Buttery Blend Crust Flavor (Medium or Large Pizza),1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
654,Garlic Buttery Blend Crust Flavor (Medium or Large Pizza),1.1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
655,"Hut Favorite Crust Flavor (Medium or Large or 18"" Pizza)",1.1g,1g,0g,0g,0g,0g,25mg,0mg,10,0g,0g,0
656,Parmesan/Parsley,0.9g,0g,0g,0g,0g,0g,15mg,0mg,0,0g,0g,
657,Toasted Parmesan Crust Flavor (Medium or Large Pizza),4.3g,1g,0g,1g,0g,0g,50mg,5mg,15,0.5g,0g,$4.29
658,Buttery Blend Crust Flavor (Medium or Large Pizza),1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
659,Garlic Buttery Blend Crust Flavor (Medium or Large Pizza),1.1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
660,"Hut Favorite Crust Flavor (Medium or Large or 18"" Pizza)",1.1g,1g,0g,0g,0g,0g,25mg,0mg,10,0g,0g,0
661,Parmesan/Parsley,0.9g,0g,0g,0g,0g,0g,15mg,0mg,0,0g,0g,0
662,Toasted Parmesan Crust Flavor (Medium or Large Pizza),2.8g,0.5g,0g,1g,0g,0g,30mg,5mg,10,0g,0g,0
663,Buttery Blend Crust Flavor (Medium or Large Pizza),1.2g,1g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
664,Garlic Buttery Blend Crust Flavor (Medium or Large Pizza),1.1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
665,"Hut Favorite Crust Flavor (Medium or Large or 18"" Pizza)",1.1g,1g,0g,0g,0g,0g,25mg,0mg,10,0g,0g,0
666,Toasted Parmesan Crust Flavor (Medium or Large Pizza),2.8g,0.5g,0g,1g,0g,0g,30mg,5mg,10,0g,0g,0
667,Buttery Blend Crust Flavor (Medium or Large Pizza),1.2g,1g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
668,Garlic Buttery Blend Crust Flavor (Medium or Large Pizza),1.1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
669,"Hut Favorite Crust Flavor (Medium or Large or 18"" Pizza)",1.1g,1g,0g,0g,0g,0g,25mg,0mg,10,0g,0g,0
670,Toasted Parmesan Crust Flavor (Medium or Large Pizza),2.8g,0.5g,0g,1g,0g,0g,30mg,5mg,10,0g,0g,0
671,Buttery Blend Crust Flavor (Medium or Large Pizza),1.2g,1g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
672,Garlic Buttery Blend Crust Flavor (Medium or Large Pizza),1.1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
673,"Hut Favorite Crust Flavor (Medium or Large or 18"" Pizza)",1.1g,1g,0g,0g,0g,0g,25mg,0mg,10,0g,0g,0
674,Toasted Parmesan Crust Flavor (Medium or Large Pizza),2.8g,0.5g,0g,1g,0g,0g,30mg,5mg,10,0g,0g,0
675,Buttery Blend Crust Flavor (Personal Pan or Small Pizza),2.4g,1.5g,0g,0g,0g,0g,20mg,0mg,15,0g,0g,0
676,Garlic Buttery Blend Crust Flavor (Personal Pan or Small Pizza),1.3g,0.5g,0g,0g,0g,0g,10mg,0mg,10,0g,0g,0
677,Hut Favorite Crust Flavor (Personal Pan or Small Pizza),1.3g,1g,0g,0g,0g,0g,30mg,0mg,15,0g,0g,0
678,Toasted Parmesan Crust Flavor (Personal Pan or Small Pizza),2.8g,0.5g,0g,1g,0g,0g,30mg,5mg,10,0g,0g,0
679,Buttery Blend Crust Flavor (Medium or Large Pizza),1.2g,1g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
680,Garlic Buttery Blend Crust Flavor (Medium or Large Pizza),1.1g,0.5g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
681,"Hut Favorite Crust Flavor (Medium or Large or 18"" Pizza)",1.1g,1g,0g,0g,0g,0g,25mg,0mg,10,0g,0g,0
682,Toasted Parmesan Crust Flavor (Medium or Large Pizza),2.8g,0.5g,0g,1g,0g,0g,30mg,5mg,10,0g,0g,0
683,Buttery Blend Crust Flavor (Personal Pan or Small Pizza),1.2g,1g,0g,0g,0g,0g,10mg,0mg,5,0g,0g,0
684,Garlic Buttery Blend Crust Flavor (Personal Pan or Small Pizza),0.7g,0g,0g,0g,0g,0g,5mg,0mg,0,0g,0g,0
685,Hut Favorite Crust Flavor (Personal Pan or Small Pizza),0.7g,0.5g,0g,0g,0g,0g,15mg,0mg,5,0g,0g,0
686,Toasted Parmesan Crust Flavor (Personal Pan or Small Pizza),1.4g,0g,0g,0g,0g,0g,15mg,0mg,5,0g,0g,0
687,Barbeque Drizzle,7.6g,0g,5g,0g,3g,0g,50mg,0mg,20,0g,0g,0
688,Buffalo Drizzle,6.8g,0g,3g,0g,0g,0g,135mg,0mg,10,0g,0g,0
689,Barbeque Drizzle,6.3g,0g,4g,0g,3g,0g,40mg,0mg,15,0g,0g,0
690,Buffalo Drizzle,6.1g,0g,3g,0g,0g,0g,125mg,0mg,10,0g,0g,0
691,Barbeque Drizzle,6.3g,0g,4g,0g,3g,0g,40mg,0mg,15,0g,0g,0
692,Buffalo Drizzle,6.1g,0g,3g,0g,0g,0g,125mg,0mg,10,0g,0g,0
693,Mayonnaise,10.6g,8g,1g,0g,0g,0g,55mg,10mg,80,1.5g,0g,0
694,Barbeque Drizzle,6.3g,0g,4g,0g,3g,0g,40mg,0mg,15,0g,0g,0
695,Buffalo Drizzle,6.1g,0g,3g,0g,0g,0g,125mg,0mg,10,0g,0g,0
696,Mayonnaise,7.1g,6g,1g,0g,0g,0g,35mg,5mg,60,1g,0g,0
697,Barbeque Drizzle,12.7g,0g,8g,0g,6g,0g,80mg,0mg,30,0g,0g,0
698,Buffalo Drizzle,12.3g,0g,5g,0g,1g,0g,250mg,0mg,20,0g,0g,0
699,Mayonnaise,3.5g,3g,0g,0g,0g,0g,20mg,5mg,30,0.5g,0g,0
700,Barbeque Drizzle,6.3g,0g,4g,0g,3g,0g,40mg,0mg,15,0g,0g,0
701,Buffalo Drizzle,6.1g,0g,3g,0g,0g,0g,125mg,0mg,10,0g,0g,0
702,Mayonnaise,7.1g,6g,1g,0g,0g,0g,35mg,5mg,60,1g,0g,0
703,Barbeque Drizzle,6.3g,0g,4g,0g,3g,0g,40mg,0mg,15,0g,0g,0
704,Buffalo Drizzle,6.1g,0g,3g,0g,0g,0g,125mg,0mg,10,0g,0g,0
705,Mayonnaise,3.5g,3g,0g,0g,0g,0g,20mg,5mg,30,0.5g,0g,0
706,BBQ Beef,35.8g,5g,5g,5g,4g,1g,230mg,15mg,90,2g,0g,0
707,Bean Pizza Sauce,37.5g,3g,5g,2g,1g,2g,200mg,0mg,50,0g,0g,$10.49
708,Cheddar for Fiesta Taco Pizzas,7.3g,2g,1g,2g,0g,0g,50mg,5mg,30,1.5g,0g,0
709,Chopped Garlic,5.3g,0g,2g,0g,0g,0g,0mg,0mg,10,0g,0g,0
710,Lettuce,16.9g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
711,Parmesan Oregano Seasoning,0.8g,0g,0g,0g,0g,0g,15mg,0mg,0,0g,0g,0
712,Sauerkraut,42.5g,0g,2g,0g,1g,1g,280mg,0mg,10,0g,0g,0
713,Sliced Roma Tomatoes,28.1g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
714,Taco Tortilla Chips,6.7g,2g,4g,0g,0g,0g,35mg,0mg,35,0g,0g,0
715,BBQ Beef,23.9g,3.5g,3g,3g,3g,0g,150mg,10mg,60,1.5g,0g,0
716,Bean Pizza Sauce,28.1g,2g,4g,1g,0g,1g,150mg,0mg,40,0g,0g,0
717,Cheddar for Fiesta Taco Pizzas,5g,1.5g,0g,1g,0g,0g,35mg,5mg,20,1g,0g,0
718,Chopped Garlic,3.5g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
719,Lettuce,12.7g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
720,Parmesan Oregano Seasoning,0.7g,0g,0g,0g,0g,0g,15mg,0mg,0,0g,0g,0
721,Sauerkraut,28.3g,0g,1g,0g,0g,1g,190mg,0mg,5,0g,0g,0
722,Sliced Roma Tomatoes,20.6g,0g,1g,0g,1g,0g,0mg,0mg,0,0g,0g,0
723,Taco Tortilla Chips,6.7g,2g,4g,0g,0g,0g,35mg,0mg,35,0g,0g,0
724,BBQ Beef,11.9g,1.5g,2g,2g,1g,0g,75mg,5mg,30,0.5g,0g,0
725,Bean Pizza Sauce,13.9g,1g,2g,1g,0g,1g,75mg,0mg,20,0g,0g,0
726,Cheddar for Fiesta Taco Pizzas,3.2g,1g,0g,1g,0g,0g,20mg,5mg,10,0.5g,0g,0
727,Chopped Garlic,1.8g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
728,Lettuce,8.4g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
729,Sauerkraut,14.2g,0g,1g,0g,0g,0g,95mg,0mg,0,0g,0g,0
730,Sliced Roma Tomatoes,11.3g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
731,Taco Tortilla Chips,4.3g,1g,3g,0g,0g,0g,20mg,0mg,25,0g,0g,0
732,BBQ Beef,23.9g,3.5g,3g,3g,3g,0g,150mg,10mg,60,1.5g,0g,0
733,Bean Pizza Sauce,28.1g,2g,4g,1g,0g,1g,150mg,0mg,40,0g,0g,0
734,Cheddar for Fiesta Taco Pizzas,5g,1.5g,0g,1g,0g,0g,35mg,5mg,20,1g,0g,0
735,Chopped Garlic,3.5g,0g,1g,0g,0g,0g,0mg,0mg,5,0g,0g,0
736,Lettuce,12.7g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
737,Sauerkraut,28.3g,0g,1g,0g,0g,1g,190mg,0mg,5,0g,0g,0
738,Sliced Roma Tomatoes,20.6g,0g,1g,0g,1g,0g,0mg,0mg,0,0g,0g,0
739,Taco Tortilla Chips,6.7g,2g,4g,0g,0g,0g,35mg,0mg,35,0g,0g,0
740,BBQ Beef,11.9g,1.5g,2g,2g,1g,0g,75mg,5mg,30,0.5g,0g,0
741,Bean Pizza Sauce,10.9g,1g,2g,0g,0g,0g,60mg,0mg,15,0g,0g,0
742,Cheddar for Fiesta Taco Pizzas,2.9g,1g,0g,1g,0g,0g,20mg,5mg,10,0.5g,0g,0
743,Chopped Garlic,3.2g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
744,Lettuce,8.4g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
745,Sauerkraut,14.2g,0g,1g,0g,0g,0g,95mg,0mg,0,0g,0g,0
746,Sliced Roma Tomatoes,15g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
747,Taco Tortilla Chips,4.6g,1g,3g,0g,0g,0g,25mg,0mg,25,0g,0g,0
748,Barbeque Pizza Sauce,9.2g,0g,6g,0g,4g,0g,60mg,0mg,20,0g,0g,0
749,Buffalo Pizza Sauce,10.5g,0g,4g,0g,1g,0g,210mg,0mg,20,0g,0g,0
750,Classic Marinara,37.6g,0g,5g,1g,2g,1g,210mg,0mg,20,0g,0g,$0.60
751,Creamy Garlic Parmesan Pizza Sauce,32.1g,6g,2g,1g,1g,0g,170mg,5mg,60,1g,0g,0
752,Kraft Buttermilk Ranch,18.1g,7g,1g,0g,1g,0g,170mg,5mg,70,1g,0g,0
753,Barbeque Pizza Sauce,9.2g,0g,6g,0g,4g,0g,60mg,0mg,20,0g,0g,0
754,Buffalo Pizza Sauce,10.5g,0g,4g,0g,1g,0g,210mg,0mg,20,0g,0g,0
755,Classic Marinara,23.7g,0g,3g,0g,1g,1g,135mg,0mg,15,0g,0g,0
756,Creamy Garlic Parmesan Pizza Sauce,16.1g,3g,1g,1g,0g,0g,85mg,0mg,30,0.5g,0g,0
757,Kraft Buttermilk Ranch,24.1g,9g,2g,0g,1g,0g,230mg,5mg,90,1.5g,0g,0
758,Sweet Sauce,23.5g,0g,3g,0g,2g,1g,80mg,0mg,10,0g,0g,0
759,Classic Marinara,9.8g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g,0
760,Barbeque Pizza Sauce,7.3g,0g,4g,0g,3g,0g,45mg,0mg,20,0g,0g,0
761,Buffalo Pizza Sauce,6.9g,0g,3g,0g,0g,0g,140mg,0mg,10,0g,0g,0
762,Classic Marinara,18.8g,0g,2g,0g,1g,1g,105mg,0mg,10,0g,0g,0
763,Creamy Garlic Parmesan Pizza Sauce,16.1g,3g,1g,1g,0g,0g,85mg,0mg,30,0.5g,0g,0
764,Barbeque Pizza Sauce,7.3g,0g,4g,0g,3g,0g,45mg,0mg,20,0g,0g,0
765,Buffalo Pizza Sauce,6.9g,0g,3g,0g,0g,0g,140mg,0mg,10,0g,0g,0
766,Classic Marinara,18.8g,0g,2g,0g,1g,1g,105mg,0mg,10,0g,0g,0
767,Creamy Garlic Parmesan Pizza Sauce,16.1g,3g,1g,1g,0g,0g,85mg,0mg,30,0.5g,0g,0
768,Barbeque Pizza Sauce,7.3g,0g,4g,0g,3g,0g,45mg,0mg,20,0g,0g,0
769,Buffalo Pizza Sauce,6.9g,0g,3g,0g,0g,0g,140mg,0mg,10,0g,0g,0
770,Classic Marinara,18.8g,0g,2g,0g,1g,1g,105mg,0mg,10,0g,0g,0
771,Creamy Garlic Parmesan Pizza Sauce,16.1g,3g,1g,1g,0g,0g,85mg,0mg,30,0.5g,0g,0
772,Barbeque Pizza Sauce,7.3g,0g,4g,0g,3g,0g,45mg,0mg,20,0g,0g,0
773,Buffalo Pizza Sauce,6.9g,0g,3g,0g,0g,0g,140mg,0mg,10,0g,0g,0
774,Classic Marinara,18.8g,0g,2g,0g,1g,1g,105mg,0mg,10,0g,0g,0
775,Creamy Garlic Parmesan Pizza Sauce,16.1g,3g,1g,1g,0g,0g,85mg,0mg,30,0.5g,0g,0
776,Barbeque Pizza Sauce,4.9g,0g,3g,0g,2g,0g,30mg,0mg,10,0g,0g,0
777,Buffalo Pizza Sauce,4.6g,0g,2g,0g,0g,0g,95mg,0mg,10,0g,0g,0
778,Classic Marinara,13.1g,0g,2g,0g,1g,0g,75mg,0mg,10,0g,0g,0
779,Creamy Garlic Parmesan Pizza Sauce,11.2g,2g,1g,0g,0g,0g,60mg,0mg,20,0g,0g,0
780,Barbeque Pizza Sauce,4.9g,0g,3g,0g,2g,0g,30mg,0mg,10,0g,0g,0
781,Buffalo Pizza Sauce,4.6g,0g,2g,0g,0g,0g,95mg,0mg,10,0g,0g,0
782,Classic Marinara,13.1g,0g,2g,0g,1g,0g,75mg,0mg,10,0g,0g,0
783,Creamy Garlic Parmesan Pizza Sauce,11.2g,2g,1g,0g,0g,0g,60mg,0mg,20,0g,0g,0
784,Barbeque Pizza Sauce,4.9g,0g,3g,0g,2g,0g,30mg,0mg,10,0g,0g,0
785,Buffalo Pizza Sauce,4.6g,0g,2g,0g,0g,0g,95mg,0mg,10,0g,0g,0
786,Classic Marinara,13.1g,0g,2g,0g,1g,0g,75mg,0mg,10,0g,0g,0
787,Creamy Garlic Parmesan Pizza Sauce,11.2g,2g,1g,0g,0g,0g,60mg,0mg,20,0g,0g,0
788,Barbeque Pizza Sauce,2.3g,0g,1g,0g,1g,0g,15mg,0mg,5,0g,0g,0
789,Buffalo Pizza Sauce,2.1g,0g,1g,0g,0g,0g,45mg,0mg,0,0g,0g,0
790,Classic Marinara,9.8g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g,0
791,Creamy Garlic Parmesan Pizza Sauce,9.8g,1.5g,1g,0g,0g,0g,50mg,0mg,20,0g,0g,0
792,Barbeque Pizza Sauce,4.9g,0g,3g,0g,2g,0g,30mg,0mg,10,0g,0g,0
793,Buffalo Pizza Sauce,4.6g,0g,2g,0g,0g,0g,95mg,0mg,10,0g,0g,0
794,Classic Marinara,13.1g,0g,2g,0g,1g,0g,75mg,0mg,10,0g,0g,0
795,Creamy Garlic Parmesan Pizza Sauce,11.2g,2g,1g,0g,0g,0g,60mg,0mg,20,0g,0g,0
796,Barbeque Pizza Sauce,2.2g,0g,1g,0g,1g,0g,15mg,0mg,5,0g,0g,0
797,Buffalo Pizza Sauce,2.1g,0g,1g,0g,0g,0g,40mg,0mg,0,0g,0g,0
798,Classic Marinara,9.8g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g,0
799,Creamy Garlic Parmesan Pizza Sauce,9.8g,1.5g,1g,0g,0g,0g,50mg,0mg,20,0g,0g,0
800,Barbeque Pizza Sauce,2.2g,0g,1g,0g,1g,0g,15mg,0mg,5,0g,0g,0
801,Buffalo Pizza Sauce,2.1g,0g,1g,0g,0g,0g,40mg,0mg,0,0g,0g,0
802,Classic Marinara,9.8g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g,0
803,Creamy Garlic Parmesan Pizza Sauce,9.8g,1.5g,1g,0g,0g,0g,50mg,0mg,20,0g,0g,0
804,Barbeque Pizza Sauce,2.2g,0g,1g,0g,1g,0g,15mg,0mg,5,0g,0g,0
805,Buffalo Pizza Sauce,2.1g,0g,1g,0g,0g,0g,40mg,0mg,0,0g,0g,0
806,Classic Marinara,9.8g,0g,1g,0g,0g,0g,55mg,0mg,5,0g,0g,0
807,Creamy Garlic Parmesan Pizza Sauce,9.8g,1.5g,1g,0g,0g,0g,50mg,0mg,20,0g,0g,0
808,Applewood Smoked Bacon,13.8g,5g,0g,3g,0g,0g,115mg,10mg,60,2g,0g,0
809,Beef,22.6g,8g,0g,3g,0g,0g,240mg,15mg,80,3g,0g,0
810,Classic Meatball,25.7g,4g,2g,4g,0g,0g,140mg,15mg,60,1.5g,0g,0
811,Diced Roma Tomatoes,31g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
812,Fresh Green Bell Peppers,31g,0g,1g,0g,1g,1g,0mg,0mg,5,0g,0g,0
813,Fresh Mushrooms,31g,0g,1g,1g,1g,0g,0mg,0mg,5,0g,0g,0
814,Fresh Red Onions,31g,0g,3g,0g,1g,1g,0mg,0mg,10,0g,0g,0
815,Grilled Chicken,25.8g,1g,0g,5g,0g,0g,115mg,15mg,30,0g,0g,0
816,Italian Sausage,24.3g,8g,1g,3g,0g,0g,190mg,15mg,90,3g,0g,$15.49
817,Mediterranean Black Olives,26.6g,3g,2g,0g,0g,1g,200mg,0mg,30,0g,0g,0
818,Pepperoni,8.8g,4g,0g,2g,0g,0g,105mg,10mg,40,1.5g,0g,$2.99
819,Roasted Spinach,6g,1g,0g,0g,0g,0g,15mg,0mg,10,0g,0g,0
820,Seasoned Pork,22.8g,7g,0g,3g,0g,0g,150mg,15mg,80,2.5g,0g,0
821,Sliced Banana Peppers,15.9g,0g,0g,0g,1g,0g,260mg,0mg,0,0g,0g,$1.00
822,Sliced Jalapeno Peppers,26.6g,0g,1g,0g,0g,1g,400mg,0mg,5,0g,0g,0
823,Slow-Roasted Ham,10g,0g,0g,2g,0g,0g,140mg,5mg,10,0g,0g,0
824,Sweet Pineapple,31g,0g,5g,0g,4g,0g,0mg,0mg,20,0g,0g,0
825,Applewood Smoked Bacon,10.1g,4g,0g,2g,0g,0g,80mg,5mg,40,1.5g,0g,0
826,Beef,22.6g,8g,0g,3g,0g,0g,240mg,15mg,80,3g,0g,0
827,Classic Meatball,25.7g,4g,2g,4g,0g,0g,140mg,15mg,60,1.5g,0g,0
828,Diced Roma Tomatoes,16.9g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
829,Fresh Green Bell Peppers,16.9g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
830,Fresh Mushrooms,16.9g,0g,1g,1g,0g,0g,0mg,0mg,0,0g,0g,0
831,Fresh Red Onions,16.9g,0g,2g,0g,1g,0g,0mg,0mg,5,0g,0g,0
832,Green Chile Peppers,14.5g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
833,Green Olives,14.5g,2g,1g,0g,0g,0g,220mg,0mg,20,0g,0g,0
834,Grilled Chicken,25.8g,1g,0g,5g,0g,0g,115mg,15mg,30,0g,0g,0
835,Italian Sausage,24g,8g,1g,3g,0g,0g,190mg,15mg,90,3g,0g,0
836,Mediterranean Black Olives,14.5g,1.5g,1g,0g,0g,0g,105mg,0mg,15,0g,0g,0
837,Pepperoni,10.9g,5g,0g,2g,0g,0g,130mg,10mg,50,2g,0g,0
838,Roasted Spinach,6.2g,1g,0g,0g,0g,0g,15mg,0mg,10,0g,0g,0
839,Seasoned Pork,22.8g,7g,0g,3g,0g,0g,150mg,15mg,80,2.5g,0g,0
840,Sliced Banana Peppers,8.7g,0g,0g,0g,0g,0g,140mg,0mg,0,0g,0g,0
841,Sliced Jalapeno Peppers,14.5g,0g,1g,0g,0g,0g,220mg,0mg,0,0g,0g,0
842,Slow-Roasted Ham,12.4g,0g,0g,2g,0g,0g,170mg,5mg,15,0g,0g,0
843,Sweet Pineapple,16.9g,0g,3g,0g,2g,0g,0mg,0mg,10,0g,0g,0
844,Applewood Smoked Bacon,4g,1.5g,0g,1g,0g,0g,30mg,5mg,15,0.5g,0g,0
845,Beef,10.4g,3.5g,0g,1g,0g,0g,110mg,10mg,40,1.5g,0g,0
846,Diced Roma Tomatoes,8.2g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
847,Fresh Green Bell Peppers,8.2g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
848,Fresh Mushrooms,8.2g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
849,Fresh Red Onions,8.2g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
850,Green Chile Peppers,7g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
851,Green Olives,7g,1g,0g,0g,0g,0g,110mg,0mg,10,0g,0g,0
852,Grilled Chicken,11.9g,0g,0g,2g,0g,0g,55mg,10mg,15,0g,0g,0
853,Italian Sausage,11.1g,3.5g,0g,1g,0g,0g,85mg,5mg,40,1.5g,0g,0
854,Mediterranean Black Olives,7g,1g,0g,0g,0g,0g,50mg,0mg,10,0g,0g,0
855,Pepperoni,4.3g,2g,0g,1g,0g,0g,50mg,5mg,20,0.5g,0g,0
856,Roasted Spinach,3.1g,0g,0g,0g,0g,0g,10mg,0mg,0,0g,0g,0
857,Seasoned Pork,10.8g,3.5g,0g,1g,0g,0g,70mg,10mg,35,1g,0g,0
858,Sliced Banana Peppers,4.2g,0g,0g,0g,0g,0g,70mg,0mg,0,0g,0g,0
859,Sliced Jalapeno Peppers,7g,0g,0g,0g,0g,0g,105mg,0mg,0,0g,0g,0
860,Slow-Roasted Ham,5.4g,0g,0g,1g,0g,0g,75mg,5mg,5,0g,0g,0
861,Sweet Pineapple,8.2g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
862,Applewood Smoked Bacon,10.1g,4g,0g,2g,0g,0g,80mg,5mg,40,1.5g,0g,0
863,Beef,22.6g,8g,0g,3g,0g,0g,240mg,15mg,80,3g,0g,0
864,Classic Meatball,25.7g,4g,2g,4g,0g,0g,140mg,15mg,60,1.5g,0g,0
865,Diced Roma Tomatoes,16.9g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
866,Fresh Green Bell Peppers,16.9g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
867,Fresh Mushrooms,16.9g,0g,1g,1g,0g,0g,0mg,0mg,0,0g,0g,0
868,Fresh Red Onions,16.9g,0g,2g,0g,1g,0g,0mg,0mg,5,0g,0g,0
869,Green Chile Peppers,14.5g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
870,Green Olives,14.5g,2g,1g,0g,0g,0g,220mg,0mg,20,0g,0g,0
871,Grilled Chicken,25.8g,1g,0g,5g,0g,0g,115mg,15mg,30,0g,0g,0
872,Italian Sausage,24g,8g,1g,3g,0g,0g,190mg,15mg,90,3g,0g,0
873,Mediterranean Black Olives,14.5g,1.5g,1g,0g,0g,0g,105mg,0mg,15,0g,0g,0
874,Pepperoni,10.9g,5g,0g,2g,0g,0g,130mg,10mg,50,2g,0g,0
875,Roasted Spinach,6.2g,1g,0g,0g,0g,0g,15mg,0mg,10,0g,0g,0
876,Seasoned Pork,22.8g,7g,0g,3g,0g,0g,150mg,15mg,80,2.5g,0g,0
877,Sliced Banana Peppers,8.7g,0g,0g,0g,0g,0g,140mg,0mg,0,0g,0g,0
878,Sliced Jalapeno Peppers,14.5g,0g,1g,0g,0g,0g,220mg,0mg,0,0g,0g,0
879,Slow-Roasted Ham,12.4g,0g,0g,2g,0g,0g,170mg,5mg,15,0g,0g,0
880,Sweet Pineapple,16.9g,0g,3g,0g,2g,0g,0mg,0mg,10,0g,0g,0
881,Applewood Smoked Bacon,10.1g,4g,0g,2g,0g,0g,80mg,5mg,40,1.5g,0g,0
882,Beef,22.6g,8g,0g,3g,0g,0g,240mg,15mg,80,3g,0g,0
883,Classic Meatball,25.7g,4g,2g,4g,0g,0g,140mg,15mg,60,1.5g,0g,0
884,Diced Roma Tomatoes,15.1g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
885,Fresh Green Bell Peppers,15.1g,0g,1g,0g,0g,0g,0mg,0mg,0,0g,0g,0
886,Fresh Mushrooms,15.1g,0g,0g,0g,0g,0g,0mg,0mg,0,0g,0g,0
887,Fresh Red Onions,15.1g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
888,Green Chile Peppers,13g,0g,1g,0g,1g,0g,0mg,0mg,5,0g,0g,0
889,Green Olives,13g,2g,0g,0g,0g,0g,200mg,0mg,20,0g,0g,0
890,Grilled Chicken,25.8g,1g,0g,5g,0g,0g,115mg,15mg,30,0g,0g,0
891,Italian Sausage,24g,8g,1g,3g,0g,0g,190mg,15mg,90,3g,0g,0
892,Mediterranean Black Olives,13g,1.5g,1g,0g,0g,0g,95mg,0mg,15,0g,0g,0
893,Pepperoni,9.5g,4g,0g,2g,0g,0g,115mg,10mg,45,1.5g,0g,0
894,Roasted Spinach,6g,1g,0g,0g,0g,0g,15mg,0mg,10,0g,0g,0
895,Seasoned Pork,22.8g,7g,0g,3g,0g,0g,150mg,15mg,80,2.5g,0g,0
