Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Single All-Natural Burger,N/A,44g,62g,31g,19g,3g,990mg,90mg,760,13g,1g
Super Star with Cheese,N/A,56g,59g,48g,14g,3g,1540mg,140mg,930,23g,2g
Teriyaki Burger,N/A,29g,65g,28g,20g,3g,1060mg,70mg,630,11g,1g
The 1/2 lb. Guacamole Bacon Thickburger,N/A,89g,57g,43g,14g,4g,1910mg,160mg,1210,31g,3g
The 1/2 lb. Jalapeno Thickburger,N/A,80g,55g,39g,13g,3g,1760mg,150mg,1100,28g,3g
The 1/2 lb. Low Carb Thickburger,N/A,56g,9g,33g,5g,1g,1310mg,140mg,670,24g,3g
The 1/2 lb. Mile High Bacon Thickburger,N/A,88g,56g,53g,14g,3g,2290mg,195mg,1230,33g,3g
The 1/2 lb. Original Six Dollar Thickburger,N/A,72g,62g,40g,20g,3g,1820mg,150mg,1050,27g,3g
The 1/2 lb. Western Bacon Thickburger,N/A,69g,74g,44g,17g,3g,2150mg,145mg,1090,28g,3g
The 1/3 lb. Guacamole Bacon Thickburger,N/A,68g,56g,32g,13g,4g,1720mg,110mg,990,19g,2g
The 1/3 lb. Jalapeno Thickburger,N/A,58g,54g,28g,12g,3g,1620mg,100mg,880,17g,2g
The 1/3 lb. Low Carb Thickburger,N/A,34g,9g,22g,5g,1g,1060mg,85mg,450,13g,1.5g
The 1/3 lb. Mile High Bacon Thickburger,N/A,67g,56g,42g,13g,3g,2030mg,140mg,1010,22g,2g
The 1/3 lb. Original Six Dollar Thickburger,N/A,51g,62g,29g,19g,3g,1560mg,95mg,830,16g,2g
The 1/3 lb. Western Bacon Thickburger,N/A,47g,74g,33g,17g,3g,1890mg,95mg,870,17g,2g
The Big Carl,N/A,58g,56g,47g,12g,3g,1380mg,140mg,920,23g,2g
Western Bacon Cheeseburger,N/A,34g,74g,33g,16g,4g,1500mg,75mg,730,14g,1g
Guacamole Turkey Burger,N/A,19g,44g,32g,9g,3g,1000mg,85mg,480,6g,0g
Jalapeno Turkey Burger,N/A,22g,43g,31g,9g,3g,1150mg,90mg,500,6g,0g
Teriyaki Turkey Burger,N/A,14g,56g,32g,19g,3g,1120mg,85mg,480,5g,0g
Turkey Burger,N/A,22g,45g,29g,10g,3g,960mg,80mg,490,4.5g,0g
Bacon Swiss Crispy Chicken Sandwich,N/A,42g,64g,38g,13g,4g,1850mg,95mg,780,11g,0.5g
Beer-Battered Cod Fish Sandwich,N/A,19g,74g,21g,12g,3g,1140mg,45mg,550,3.5g,0g
Big Chicken Fillet Sandwich,N/A,35g,62g,32g,11g,4g,1360mg,75mg,680,6g,0g
Charbroiled BBQ Chicken Sandwich,N/A,7g,50g,30g,13g,3g,990mg,60mg,390,1.5g,0g
Charbroiled Chicken Club Sandwich,N/A,28g,46g,36g,11g,2g,1290mg,90mg,580,8g,0g
Charbroiled Santa Fe Chicken Sandwich,N/A,27g,46g,33g,10g,3g,1290mg,85mg,560,7g,0g
"Chicken Stars, 4 Pieces",N/A,10g,12g,8g,0g,1g,360mg,20mg,170,2g,0g
"Chicken Stars, 6 Pieces",N/A,16g,18g,12g,0g,2g,540mg,30mg,260,3.5g,0g
"Chicken Stars, 9 Pieces",N/A,23g,26g,18g,0g,3g,810mg,45mg,390,5g,0g
"Hand-Breaded Chicken Tenders, 3 Pieces",N/A,13g,13g,25g,0g,2g,770mg,70mg,260,2.5g,0g
"Hand-Breaded Chicken Tenders, 5 Pieces",N/A,21g,21g,41g,0g,3g,1290mg,115mg,440,4.5g,0g
Kid's Hand-Breaded Chicken Tenders,N/A,9g,9g,16g,0g,1g,520mg,45mg,180,2g,0g
Spicy Chicken Sandwich,N/A,29g,43g,14g,6g,3g,1330mg,40mg,490,6g,0g
Chocolate Cake,N/A,12g,48g,3g,36g,1g,350mg,30mg,300,3g,0g
Chocolate Chip Cookie,N/A,19g,48g,3g,27g,2g,350mg,30mg,370,10g,0g
Strawberry Swirl Cheesecake,N/A,16g,32g,6g,21g,0g,230mg,55mg,290,9g,0g
Bean & Cheese Burrito,N/A,15g,56g,19g,1g,8g,1200mg,30mg,440,8g,0g
"Beef, Bean & Cheese Burrito",N/A,18g,52g,24g,1g,7g,1280mg,50mg,470,9g,0g
"Burrito California, Chicken",N/A,18g,41g,31g,2g,2g,1360mg,85mg,450,8g,0g
"Burrito California, Steak",N/A,21g,44g,28g,3g,2g,1780mg,80mg,480,10g,0g
"Burrito Especial, Chicken",N/A,19g,55g,35g,3g,7g,1710mg,85mg,530,8g,0g
"Burrito Especial, Steak",N/A,22g,58g,33g,4g,7g,2120mg,80mg,560,10g,0g
"Burrito Mexicano, Chicken",N/A,16g,54g,35g,2g,6g,1630mg,85mg,500,8g,0g
"Burrito Mexicano, Steak",N/A,19g,56g,32g,3g,6g,2050mg,80mg,540,9g,0g
"Chicken Taquitos, 3 Pieces",N/A,20g,37g,18g,2g,5g,730mg,50mg,400,6g,0g
"Chicken Taquitos, 5 Pieces",N/A,30g,62g,28g,4g,9g,1140mg,70mg,620,8g,0g
Chips,N/A,17g,35g,4g,0g,3g,35mg,0mg,300,3g,0g
Guacamole,N/A,5g,3g,1g,1g,1g,150mg,0mg,60,0.5g,0g
"Quesadilla, Cheese",N/A,34g,37g,16g,0g,1g,980mg,55mg,520,12g,0g
"Quesadilla, Chicken",N/A,36g,39g,34g,1g,1g,1450mg,110mg,610,13g,0g
"Quesadilla, Steak",N/A,39g,41g,31g,1g,2g,1860mg,105mg,640,14g,0g
Side of Beans,N/A,6g,34g,14g,1g,11g,910mg,15mg,250,3g,0g
"Super Nachos, Chicken",N/A,43g,92g,35g,5g,12g,1720mg,70mg,900,9g,0g
"Super Nachos, Ground Beef",N/A,51g,95g,33g,5g,15g,1770mg,65mg,970,12g,1g
"Super Nachos, Steak",N/A,46g,94g,33g,6g,13g,2140mg,70mg,930,11g,0g
"Taco Salad, Chicken",N/A,39g,67g,40g,8g,11g,1710mg,90mg,770,12g,0g
"Taco Salad, Ground Beef",N/A,47g,70g,38g,8g,14g,1760mg,85mg,850,15g,1g
"Taco Salad, Steak",N/A,43g,69g,38g,8g,11g,2130mg,85mg,810,14g,0g
"Hard Taco, Ground Beef",N/A,12g,15g,11g,1g,3g,340mg,35mg,210,5g,0g
Southwest Chicken Soft Taco,N/A,19g,17g,15g,1g,1g,680mg,50mg,300,6g,0g
"Street Taco, Chicken",N/A,6g,13g,10g,1g,1g,270mg,30mg,140,3.5g,0g
"Street Taco, Steak",N/A,7g,14g,9g,1g,1g,480mg,25mg,160,4g,0g
Chocolate Malt,N/A,37g,99g,14g,70g,1g,350mg,105mg,770,25g,1.5g
Chocolate Shake,N/A,36g,84g,12g,59g,1g,300mg,105mg,700,25g,1.5g
OREO Cookie Malt,N/A,40g,94g,15g,64g,1g,390mg,105mg,780,26g,1.5g
OREO Cookie Shake,N/A,39g,79g,13g,53g,1g,340mg,105mg,710,25g,1.5g
Strawberry Malt,N/A,37g,98g,13g,75g,0g,290mg,105mg,770,25g,1.5g
Strawberry Shake,N/A,36g,83g,12g,63g,0g,250mg,105mg,700,24g,1.5g
Vanilla Malt,N/A,36g,100g,13g,76g,0g,290mg,105mg,770,25g,1.5g
Vanilla Shake,N/A,35g,86g,12g,65g,0g,240mg,105mg,700,24g,1.5g
Blue Cheese Dressing,N/A,34g,2g,2g,1g,0g,370mg,20mg,310,6g,0g
Buttermilk Ranch Dipping Sauce,N/A,11g,2g,0g,1g,0g,250mg,5mg,110,1.5g,0g
Honey Mustard Dipping Sauce,N/A,12g,4g,0g,3g,0g,135mg,10mg,130,2g,0g
House Dressing,N/A,23g,5g,0g,2g,0g,430mg,25mg,210,3.5g,0g
Low Fat Balsamic Vinaigrette Dressing,N/A,5g,3g,0g,3g,0g,130mg,0mg,60,1g,0g
Spicy Buffalo Dipping Sauce,N/A,0g,1g,0g,0g,0g,470mg,0mg,5,0g,0g
Sweet & Bold BBQ Dipping Sauce,N/A,0g,13g,0g,5g,0g,190mg,0mg,50,0g,0g
Charbroiled Chicken Salad (add dressing),N/A,11g,27g,31g,10g,3g,770mg,75mg,320,3.5g,0g
Garden Side Salad (add dressing),N/A,4.5g,14g,4g,3g,2g,230mg,5mg,110,1.5g,0g
CrissCut Fries,N/A,29g,42g,5g,0g,4g,900mg,0mg,450,5g,0g
Fried Zucchini,N/A,18g,36g,6g,7g,2g,610mg,0mg,330,3g,0g
"Natural-Cut Fries, Kids",N/A,12g,31g,3g,0g,3g,480mg,0mg,240,2g,0g
"Natural-Cut Fries, Large",N/A,22g,59g,5g,0g,6g,920mg,0mg,460,4g,0g
"Natural-Cut Fries, Medium",N/A,21g,55g,5g,0g,5g,860mg,0mg,430,4g,0g
"Natural-Cut Fries, Small",N/A,15g,39g,3g,0g,4g,600mg,0mg,300,2.5g,0g
Onion Rings,N/A,28g,61g,8g,6g,3g,590mg,0mg,530,4.5g,0g
