Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price,Carbs Metric,Cholesterol Metric,Protein Metric,Fat Metric,Sodium Metric,Saturated Fat Metric
Premium Bacon Ranch Salad without Chicken,169.0,12.0,9,14,3,3,500,40,190,5.0,0.0,4.59,0.31578947368421056,1.4035087719298245,2.9473684210526314,1.6404647983595353,2.192982456140351,2.631578947368421
Premium Southwest Salad with Buttermilk Crispy Chicken,294.0,25.0,46,28,9,8,960,75,520,6.0,0.0,4.39,0.5897435897435898,0.9615384615384615,2.153846153846154,1.2487512487512489,1.5384615384615385,1.153846153846154
Premium Southwest Salad with Grilled Chicken,289.0,11.0,27,37,9,6,1070,110,350,4.5,0.0,4.39,0.5142857142857142,2.0952380952380953,4.228571428571429,0.8163265306122449,2.5476190476190474,1.2857142857142856
Cheese Curds,,30.0,18,24,1,2,970,80,440,15.0,1.0,2.00,0.27272727272727276,1.2121212121212122,2.1818181818181817,1.7709563164108617,1.8371212121212122,3.4090909090909087
"French Fries, Large",168.0,22.0,61,6,0,5,330,0,470,3.0,0.0,1.89,0.8652482269503546,0.0,0.5106382978723404,1.21580547112462,0.5851063829787234,0.6382978723404255
"French Fries, Medium",111.0,18.0,49,5,0,4,260,0,380,2.5,0.0,1.69,0.8596491228070177,0.0,0.5263157894736842,1.2303485987696514,0.5701754385964912,0.6578947368421052
"French Fries, Small",75.0,11.0,29,3,0,3,160,0,230,1.5,0.0,1.39,0.8405797101449275,0.0,0.5217391304347826,1.2422360248447206,0.5797101449275363,0.6521739130434783
"Fruit 'N Yogurt Parfait, Large",,4.5,58,8,45,1,110,15,300,2.5,0.0,1.49,1.288888888888889,0.33333333333333337,1.0666666666666667,0.3896103896103896,0.3055555555555555,0.8333333333333334
Baked Cherry and Creme Pie,,15.0,35,3,14,1,160,10,290,9.0,0.0,0.99,0.8045977011494253,0.22988505747126436,0.41379310344827586,1.3434841021047916,0.45977011494252873,3.103448275862069
Birthday Cake Dipped Cone,,12.0,35,5,27,0,90,15,270,9.0,0.0,4.39,0.8641975308641975,0.37037037037037035,0.7407407407407407,1.1544011544011545,0.2777777777777778,3.3333333333333335
Caramel Butter Pecan Ice Cream,,20.0,34,5,23,1,125,40,330,10.0,0.0,3.39,0.6868686868686869,0.8080808080808082,0.6060606060606061,1.5741833923652107,0.3156565656565657,3.0303030303030303
Caramel Sundae Waffle Cone,,8.0,78,8,50,1,190,30,420,5.0,0.0,5.79,1.2380952380952381,0.47619047619047616,0.761904761904762,0.49474335188620905,0.376984126984127,1.1904761904761905
Happy Meal Cheeseburger,,12.0,33,15,7,2,680,40,300,6.0,0.5,1.00,0.7333333333333334,0.888888888888889,2.0,1.0389610389610389,1.8888888888888888,2.0
"Happy Meal Chicken McNuggets, 4 piece",,11.0,11,10,0,1,340,30,180,2.0,0.0,3.29,0.4074074074074074,1.1111111111111112,2.2222222222222223,1.5873015873015872,1.5740740740740742,1.1111111111111112
"Happy Meal Chicken McNuggets, 6 piece",,16.0,16,15,0,1,510,45,270,2.5,0.0,3.99,0.39506172839506176,1.1111111111111112,2.2222222222222223,1.5392015392015392,1.5740740740740742,0.9259259259259258
Mighty Kids Meal Chicken McNuggets (6 piece),,16.0,16,15,0,1,510,45,270,2.5,0.0,3.99,0.39506172839506176,1.1111111111111112,2.2222222222222223,1.5392015392015392,1.5740740740740742,0.9259259259259258
Mighty Kids Meal Go-Gurt Strawberry Flavored Low Fat Yogurt Tube,,0.5,8,3,6,0,30,5,50,0.0,0.0,3.39,1.0666666666666667,0.6666666666666667,2.4,0.2597402597402597,0.5,0.0
