Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric,Price
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Half",,16.0,31.0,23.0,7.0,3.0,640.0,50.0,360.0,6.0,0.0,0.5740740740740741,0.9259259259259259,1.1544011544011543,1.4814814814814814,0.4259259259259259,$6.59
"Roasted Turkey, Apple & Cheddar on Cranberry Walnut Miche, Whole",,32.0,62.0,47.0,15.0,6.0,1280.0,100.0,710.0,12.0,1.0,0.5821596244131455,0.9389671361502347,1.170660325589903,1.5023474178403755,0.4413145539906103,$8.59
"Steak & Arugula on Sourdough, Half",,9.0,25.0,16.0,4.0,2.0,430.0,45.0,250.0,4.0,0.0,0.6666666666666667,1.2,0.9350649350649348,1.4333333333333331,0.4266666666666667,$5.29
"Steak & Arugula on Sourdough, Whole",,19.0,50.0,32.0,8.0,4.0,870.0,90.0,500.0,8.0,0.0,0.6666666666666667,1.2,0.987012987012987,1.45,0.4266666666666667,0
"Steak & White Cheddar Panini on Artisan Ciabatta, Half",184.0,20.0,43.0,24.0,3.0,2.0,700.0,60.0,460.0,8.0,0.5,0.6231884057971014,0.8695652173913043,1.129305477131564,1.2681159420289856,0.3478260869565217,$6.19
"Steak & White Cheddar Panini on Artisan Ciabatta, Whole",,41.0,86.0,48.0,6.0,5.0,1390.0,125.0,910.0,16.0,1.0,0.63003663003663,0.9157509157509158,1.170258313115456,1.2728937728937728,0.3516483516483517,$8.79
"The Italian on Artisan Ciabatta, Half",,21.0,41.0,20.0,1.0,2.0,1150.0,45.0,440.0,7.0,0.0,0.6212121212121212,0.6818181818181819,1.2396694214876034,2.178030303030303,0.30303030303030304,$5.99
"The Italian on Artisan Ciabatta, Whole",,42.0,82.0,41.0,2.0,4.0,2310.0,95.0,870.0,13.0,0.0,0.6283524904214559,0.7279693486590039,1.2539184952978055,2.21264367816092,0.314176245210728,$8.29
"Tuna Salad Sandwich on Black Pepper Focaccia, Half",,17.0,29.0,14.0,2.0,2.0,680.0,20.0,330.0,2.5,0.0,0.5858585858585859,0.4040404040404041,1.3380558835104288,1.7171717171717171,0.2828282828282829,0
"Tuna Salad Sandwich on Black Pepper Focaccia, Whole",,35.0,58.0,28.0,5.0,4.0,1350.0,45.0,660.0,5.0,0.0,0.5858585858585859,0.4545454545454545,1.3774104683195592,1.7045454545454546,0.2828282828282829,0
"Turkey Sandwich on Whole Grain, Half",,8.0,32.0,18.0,4.0,5.0,590.0,25.0,270.0,1.5,0.0,0.7901234567901235,0.6172839506172839,0.7696007696007696,1.820987654320988,0.4444444444444445,0
"Turkey Sandwich on Whole Grain, Whole",,17.0,65.0,37.0,7.0,9.0,1180.0,55.0,540.0,3.0,0.0,0.8024691358024691,0.6790123456790124,0.8177008177008176,1.820987654320988,0.4567901234567902,0
"BBQ Chicken Flatbread, 1 Flatbread",,18.0,37.0,24.0,7.0,3.0,860.0,75.0,400.0,10.0,0.0,0.6166666666666667,1.25,1.1688311688311688,1.7916666666666667,0.4,$4.99
"BBQ Chicken Flatbread, 2 Flatbreads",,36.0,75.0,48.0,14.0,7.0,1720.0,155.0,810.0,20.0,1.0,0.6172839506172839,1.2757201646090537,1.1544011544011543,1.7695473251028808,0.39506172839506176,$7.59
"Asian Sesame Salad with Chicken, Half",,11.0,13.0,16.0,3.0,2.0,270.0,40.0,200.0,1.5,0.0,0.43333333333333335,1.3333333333333337,1.4285714285714286,1.1250000000000002,0.5333333333333333,$5.69
"Asian Sesame Salad with Chicken, Whole",353.0,21.0,25.0,32.0,5.0,4.0,540.0,80.0,410.0,3.0,0.0,0.4065040650406504,1.3008130081300815,1.3303769401330376,1.0975609756097562,0.5203252032520326,$7.79
"Caesar Salad, Half",,13.0,7.0,5.0,1.0,1.0,300.0,20.0,160.0,3.0,0.0,0.2916666666666667,0.8333333333333334,2.1103896103896105,1.5625,0.20833333333333331,$3.69
"Caesar Salad, Whole",249.0,25.0,14.0,10.0,2.0,2.0,600.0,40.0,320.0,6.0,0.0,0.2916666666666667,0.8333333333333334,2.029220779220779,1.5625,0.20833333333333331,$2.19
"Caesar Salad with Chicken, Half",,14.0,8.0,17.0,1.0,1.0,390.0,60.0,220.0,3.5,0.0,0.24242424242424246,1.818181818181818,1.652892561983471,1.4772727272727273,0.5151515151515151,$5.69
