Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price
Meat Eater - Small Express Hand Tossed Pizza,,14.0,33,16,1,2,650,40,320,7.0,0.0,$15.49
Meat Lover's® - Small Express Hand Tossed Pizza,133.2,18.0,32,15,1,2,690,40,350,7.0,0.0,$15.49
Pepperoni - Small Express Hand Tossed Pizza,102.9,9.0,31,11,1,2,430,20,250,4.0,0.0,$15.49
Pepperoni Jalapeño - Small Express Hand Tossed Pizza,111.1,9.0,32,10,1,2,560,20,250,3.5,0.0,$15.49
Pepperoni Lover's® - Small Express Hand Tossed Pizza,118.3,13.0,32,13,1,2,540,35,300,6.0,0.0,$15.49
Super Supreme - Small Express Hand Tossed Pizza,152.2,17.0,33,14,2,3,700,40,340,7.0,0.0,$16.49
Supreme - Small Express Hand Tossed Pizza,129.8,12.0,32,12,2,2,500,30,290,5.0,0.0,$15.49
Ultimate Cheese Lover's® - Small Express Hand Tossed Pizza,106.7,10.0,31,12,1,2,420,25,260,4.5,0.0,$15.49
Veggie Lover's® - Small Express Hand Tossed Pizza,127.8,8.0,33,10,2,3,410,15,240,3.0,0.0,$15.49
BBQ Chicken - Small Express Thin N Crispy® Pizza,98.4,8.0,27,12,5,2,610,25,230,3.5,0.0,$16.49
Buffalo Chicken - Small Express Thin N Crispy® Pizza,107.1,6.0,32,11,4,2,800,25,230,3.0,0.0,$16.49
Cheese - Small Express Thin N Crispy® Pizza,98.1,8.0,27,10,4,2,520,25,220,4.0,0.0,$16.49
Chicken-Bacon Parmesan - Small Express Thin N Crispy® Pizza,113.6,11.0,26,12,3,2,540,30,250,4.5,0.0,$16.49
Chicken Supreme - Small Express Thin N Crispy® Pizza,121.3,6.0,28,12,4,2,510,25,210,3.0,0.0,$16.49
Hawaiian - Small Express Thin N Crispy® Pizza,107.2,6.0,29,9,6,2,510,20,210,3.0,0.0,$15.49
Hawaiian Chicken - Small Express Thin N Crispy® Pizza,119.8,7.0,29,12,5,2,580,25,220,3.0,0.0,$16.49
Italian Sausage - Small Express Thin N Crispy® Pizza,110.1,14.0,27,11,4,2,640,30,280,6.0,0.0,$15.49
Meat Eater - Small Express Thin N Crispy® Pizza,,14.0,25,14,2,2,640,40,280,6.0,0.0,$15.49
Meat Lover's® - Small Express Thin N Crispy® Pizza,122.5,17.0,27,14,4,2,780,40,320,7.0,0.0,$15.49
Pepperoni - Small Express Thin N Crispy® Pizza,95.0,10.0,27,10,3,2,550,25,230,4.0,0.0,$15.49
Pepperoni Jalapeño - Small Express Thin N Crispy® Pizza,104.3,8.0,27,9,4,2,710,20,220,3.5,0.0,$15.49
Pepperoni Lover's® - Small Express Thin N Crispy® Pizza,110.4,14.0,27,13,4,2,670,35,280,6.0,0.0,$15.49
Super Supreme - Small Express Thin N Crispy® Pizza,146.7,16.0,29,13,4,2,800,40,310,6.0,0.0,$16.49
Supreme - Small Express Thin N Crispy® Pizza,123.0,11.0,28,11,4,2,590,30,260,5.0,0.0,$15.49
Ultimate Cheese Lover's® - Small Express Thin N Crispy® Pizza,98.1,11.0,26,11,3,2,510,25,250,5.0,0.0,$15.49
Veggie Lover's® - Small Express Thin N Crispy® Pizza,124.0,7.0,28,9,4,2,510,15,210,3.0,0.0,$15.49
Bacon Cheeseburger (w/ cheddar cheese) - Express Personal Pan Pizza®,77.6,11.0,17,8,2,1,450,20,200,4.5,0.0,$12.49
Beef - Express Personal Pan Pizza®,73.4,10.0,17,7,2,1,410,20,180,3.5,0.0,$16.49
Buffalo Chicken - Express Personal Pan Pizza®,77.3,5.0,22,7,2,1,570,15,160,2.0,0.0,$16.49
Chicken-Bacon Parmesan - Express Personal Pan Pizza®,77.4,8.0,17,9,2,1,350,20,180,3.0,0.0,$16.49
Chicken Supreme - Express Personal Pan Pizza®,76.7,5.0,18,7,2,1,310,15,150,2.0,0.0,$16.49
Hawaiian - Express Personal Pan Pizza®,71.4,5.0,18,6,3,1,340,10,140,2.0,0.0,$15.49
Hawaiian Chicken - Express Personal Pan Pizza®,77.3,5.0,18,8,3,1,350,15,150,2.0,0.0,$16.49
Italian Sausage - Express Personal Pan Pizza®,74.3,10.0,17,7,2,1,380,15,190,3.5,0.0,$16.49
Italian Trio - Express Personal Pan Pizza®,73.9,9.0,17,7,2,1,360,15,180,3.0,0.0,$16.49
Meat Lover's® - Express Personal Pan Pizza®,83.4,12.0,18,9,2,1,480,25,210,4.5,0.0,$15.49
Pepperoni Jalapeño - Express Personal Pan Pizza®,,6.0,17,6,2,1,350,10,150,2.0,0.0,$15.49
Pepperoni Lover's® - Express Personal Pan Pizza®,73.5,9.0,18,8,2,1,390,20,180,3.5,0.0,$15.49
Super Supreme - Express Personal Pan Pizza®,91.6,12.0,18,9,2,1,480,25,210,4.0,0.0,$16.49
Supreme - Express Personal Pan Pizza®,78.2,9.0,18,7,2,1,360,15,180,3.0,0.0,$15.49
Veggie Lover's® - Express Personal Pan Pizza®,73.8,5.0,18,6,2,1,290,10,140,2.0,0.0,$15.49
Express Pasta Pounder Chicken Alfredo (whole pan),,38.0,66,36,5,5,1340,80,750,11.0,0.0,$7.99
Express Pasta Pounder Meaty Marinara (whole pan),,31.0,78,33,14,5,1540,70,720,13.0,1.5,$7.99
"Bacon, Egg & Cheese Biscuit",,26.0,28,15,3,1,1300,160,410,12.0,0.0,$0.60
Egg & Cheese Biscuit,,22.0,28,12,3,1,1150,155,370,11.0,0.0,$5.29
Express Personal Pan Breakfast Pizza - Egg & Cheese,,4.5,17,7,2,1,310,65,140,2.5,0.0,$15.99
"Express Personal Pan Breakfast Pizza - Egg, Bacon & Cheese",,8.0,17,10,2,1,450,70,180,3.5,0.0,$15.99
"Express Personal Pan Breakfast Pizza - Egg, Sausage & Cheese",,10.0,17,9,2,1,430,75,190,4.0,0.0,$15.99
"Express Personal Pan Breakfast Pizza - Egg, Sausage, Bacon & Cheese",,9.0,17,10,2,1,450,75,190,4.0,0.0,$15.99
Express Small Hand Tossed Breakfast Pizza - Egg & Cheese,,8.0,79,11,1,2,410,80,240,4.0,0.0,$15.99
"Express Small Hand Tossed Breakfast Pizza - Egg, Bacon & Cheese",,12.0,30,13,1,2,500,85,280,5.0,0.0,$15.99
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage & Cheese",,16.0,30,14,1,2,590,95,320,7.0,0.0,$15.49
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage, Bacon & Cheese",,15.0,30,14,1,2,550,90,310,6.0,0.0,$15.49
"Sausage, Egg & Cheese Biscuit",,40.0,28,20,3,1,1490,195,550,17.0,0.5,$0.60
Sausage Biscuit,,28.0,25,12,1,1,900,40,400,11.0,0.0,$3.49
