Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Original Pan™ Crust (Large),79.5g,8g,32g,7g,0g,1g,270mg,0mg,220,1.5g,0g
Original Stuffed Crust (Large),88.9g,7g,31g,9g,1g,1g,370mg,20mg,220,3.5g,0g
Ultimate Cheesy Crust (Limited Time),98.2g,10g,31g,13g,0g,1g,400mg,25mg,270,5g,0g
BBQ Chicken - Small Express Hand Tossed Pizza,117.9g,9g,34g,13g,3g,2g,550mg,25mg,260,4g,0g
Buffalo Chicken - Small Express Hand Tossed Pizza,126.5g,7g,38g,12g,2g,2g,760mg,25mg,270,3g,0g
Cheese - Small Express Hand Tossed Pizza,108.8g,9g,32g,12g,1g,2g,430mg,25mg,250,4.5g,0g
Cheese and Jalapeño - Small Express Hand Tossed Pizza,107.3g,7g,32g,9g,1g,2g,520mg,15mg,230,3g,0g
Chicken-Bacon Parmesan - Small Express Hand Tossed Pizza,120.4g,10g,31g,13g,1g,2g,440mg,30mg,270,4g,0g
Chicken Supreme - Small Express Hand Tossed Pizza,128.2g,7g,33g,12g,2g,2g,430mg,25mg,250,3g,0g
Ham and Pepperoni - Small Express Hand Tossed Pizza,105.3g,9g,32g,11g,1g,2g,470mg,20mg,250,4g,0g
Hawaiian - Small Express Hand Tossed Pizza,113.3g,7g,33g,10g,3g,2g,430mg,20mg,240,3g,0g
Hawaiian Chicken - Small Express Hand Tossed Pizza,127.7g,7g,33g,13g,2g,2g,490mg,25mg,250,3.5g,0g
Italian Sausage - Small Express Hand Tossed Pizza,120.8g,15g,32g,13g,1g,2g,550mg,30mg,310,6g,0g
Meat Eater - Small Express Hand Tossed Pizza,,14g,33g,16g,1g,2g,650mg,40mg,320,7g,0g
Meat Lover's® - Small Express Hand Tossed Pizza,133.2g,18g,32g,15g,1g,2g,690mg,40mg,350,7g,0g
Pepperoni - Small Express Hand Tossed Pizza,102.9g,9g,31g,11g,1g,2g,430mg,20mg,250,4g,0g
Pepperoni Jalapeño - Small Express Hand Tossed Pizza,111.1g,9g,32g,10g,1g,2g,560mg,20mg,250,3.5g,0g
Pepperoni Lover's® - Small Express Hand Tossed Pizza,118.3g,13g,32g,13g,1g,2g,540mg,35mg,300,6g,0g
Super Supreme - Small Express Hand Tossed Pizza,152.2g,17g,33g,14g,2g,3g,700mg,40mg,340,7g,0g
Supreme - Small Express Hand Tossed Pizza,129.8g,12g,32g,12g,2g,2g,500mg,30mg,290,5g,0g
Ultimate Cheese Lover's® - Small Express Hand Tossed Pizza,106.7g,10g,31g,12g,1g,2g,420mg,25mg,260,4.5g,0g
Veggie Lover's® - Small Express Hand Tossed Pizza,127.8g,8g,33g,10g,2g,3g,410mg,15mg,240,3g,0g
BBQ Chicken - Small Express Thin ‘N Crispy® Pizza,98.4g,8g,27g,12g,5g,2g,610mg,25mg,230,3.5g,0g
Buffalo Chicken - Small Express Thin ‘N Crispy® Pizza,107.1g,6g,32g,11g,4g,2g,800mg,25mg,230,3g,0g
Cheese - Small Express Thin ‘N Crispy® Pizza,98.1g,8g,27g,10g,4g,2g,520mg,25mg,220,4g,0g
Chicken-Bacon Parmesan - Small Express Thin ‘N Crispy® Pizza,113.6g,11g,26g,12g,3g,2g,540mg,30mg,250,4.5g,0g
Chicken Supreme - Small Express Thin ‘N Crispy® Pizza,121.3g,6g,28g,12g,4g,2g,510mg,25mg,210,3g,0g
Hawaiian - Small Express Thin ‘N Crispy® Pizza,107.2g,6g,29g,9g,6g,2g,510mg,20mg,210,3g,0g
Hawaiian Chicken - Small Express Thin ‘N Crispy® Pizza,119.8g,7g,29g,12g,5g,2g,580mg,25mg,220,3g,0g
Italian Sausage - Small Express Thin ‘N Crispy® Pizza,110.1g,14g,27g,11g,4g,2g,640mg,30mg,280,6g,0g
Meat Eater - Small Express Thin ‘N Crispy® Pizza,,14g,25g,14g,2g,2g,640mg,40mg,280,6g,0g
Meat Lover's® - Small Express Thin ‘N Crispy® Pizza,122.5g,17g,27g,14g,4g,2g,780mg,40mg,320,7g,0g
Pepperoni - Small Express Thin ‘N Crispy® Pizza,95g,10g,27g,10g,3g,2g,550mg,25mg,230,4g,0g
Pepperoni Jalapeño - Small Express Thin ‘N Crispy® Pizza,104.3g,8g,27g,9g,4g,2g,710mg,20mg,220,3.5g,0g
Pepperoni Lover's® - Small Express Thin ‘N Crispy® Pizza,110.4g,14g,27g,13g,4g,2g,670mg,35mg,280,6g,0g
Super Supreme - Small Express Thin ‘N Crispy® Pizza,146.7g,16g,29g,13g,4g,2g,800mg,40mg,310,6g,0g
Supreme - Small Express Thin ‘N Crispy® Pizza,123g,11g,28g,11g,4g,2g,590mg,30mg,260,5g,0g
Ultimate Cheese Lover's® - Small Express Thin ‘N Crispy® Pizza,98.1g,11g,26g,11g,3g,2g,510mg,25mg,250,5g,0g
Veggie Lover's® - Small Express Thin ‘N Crispy® Pizza,124g,7g,28g,9g,4g,2g,510mg,15mg,210,3g,0g
Bacon Cheeseburger (w/ cheddar cheese) - Express Personal Pan Pizza®,77.6g,11g,17g,8g,2g,1g,450mg,20mg,200,4.5g,0g
Beef - Express Personal Pan Pizza®,73.4g,10g,17g,7g,2g,1g,410mg,20mg,180,3.5g,0g
Buffalo Chicken - Express Personal Pan Pizza®,77.3g,5g,22g,7g,2g,1g,570mg,15mg,160,2g,0g
Chicken-Bacon Parmesan - Express Personal Pan Pizza®,77.4g,8g,17g,9g,2g,1g,350mg,20mg,180,3g,0g
Chicken Supreme - Express Personal Pan Pizza®,76.7g,5g,18g,7g,2g,1g,310mg,15mg,150,2g,0g
Hawaiian - Express Personal Pan Pizza®,71.4g,5g,18g,6g,3g,1g,340mg,10mg,140,2g,0g
Hawaiian Chicken - Express Personal Pan Pizza®,77.3g,5g,18g,8g,3g,1g,350mg,15mg,150,2g,0g
Italian Sausage - Express Personal Pan Pizza®,74.3g,10g,17g,7g,2g,1g,380mg,15mg,190,3.5g,0g
Italian Trio - Express Personal Pan Pizza®,73.9g,9g,17g,7g,2g,1g,360mg,15mg,180,3g,0g
Meat Lover's® - Express Personal Pan Pizza®,83.4g,12g,18g,9g,2g,1g,480mg,25mg,210,4.5g,0g
Pepperoni Jalapeño - Express Personal Pan Pizza®,,6g,17g,6g,2g,1g,350mg,10mg,150,2g,0g
Pepperoni Lover's® - Express Personal Pan Pizza®,73.5g,9g,18g,8g,2g,1g,390mg,20mg,180,3.5g,0g
Super Supreme - Express Personal Pan Pizza®,91.6g,12g,18g,9g,2g,1g,480mg,25mg,210,4g,0g
Supreme - Express Personal Pan Pizza®,78.2g,9g,18g,7g,2g,1g,360mg,15mg,180,3g,0g
Veggie Lover's® - Express Personal Pan Pizza®,73.8g,5g,18g,6g,2g,1g,290mg,10mg,140,2g,0g
Express Pasta Pounder Chicken Alfredo (whole pan),,38g,66g,36g,5g,5g,1340mg,80mg,750,11g,0g
Express Pasta Pounder Meaty Marinara (whole pan),,31g,78g,33g,14g,5g,1540mg,70mg,720,13g,1.5g
"Bacon, Egg & Cheese Biscuit",,26g,28g,15g,3g,1g,1300mg,160mg,410,12g,0g
Egg & Cheese Biscuit,,22g,28g,12g,3g,1g,1150mg,155mg,370,11g,0g
Express Personal Pan Breakfast Pizza - Egg & Cheese,,4.5g,17g,7g,2g,1g,310mg,65mg,140,2.5g,0g
"Express Personal Pan Breakfast Pizza - Egg, Bacon & Cheese",,8g,17g,10g,2g,1g,450mg,70mg,180,3.5g,0g
"Express Personal Pan Breakfast Pizza - Egg, Sausage & Cheese",,10g,17g,9g,2g,1g,430mg,75mg,190,4g,0g
"Express Personal Pan Breakfast Pizza - Egg, Sausage, Bacon & Cheese",,9g,17g,10g,2g,1g,450mg,75mg,190,4g,0g
Express Small Hand Tossed Breakfast Pizza - Egg & Cheese,,8g,79g,11g,1g,2g,410mg,80mg,240,4g,0g
"Express Small Hand Tossed Breakfast Pizza - Egg, Bacon & Cheese",,12g,30g,13g,1g,2g,500mg,85mg,280,5g,0g
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage & Cheese",,16g,30g,14g,1g,2g,590mg,95mg,320,7g,0g
"Express Small Hand Tossed Breakfast Pizza - Egg, Sausage, Bacon & Cheese",,15g,30g,14g,1g,2g,550mg,90mg,310,6g,0g
"Sausage, Egg & Cheese Biscuit",,40g,28g,20g,3g,1g,1490mg,195mg,550,17g,0.5g
Sausage Biscuit,,28g,25g,12g,1g,1g,900mg,40mg,400,11g,0g
