Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat
Kids Eggplant Tofu,,18g,17g,5g,13g,2g,390mg,0mg,250,2.5g,0g
Kids Fried Rice,,10g,57g,7g,2g,0g,570mg,80mg,350,2g,0g
Kids Golden Treasure Shrimp,,10g,20g,8g,8g,1g,250mg,60mg,210,1.5g,0g
Kids Grilled Asian Chicken,,8g,5g,22g,5g,0g,320mg,110mg,180,2.5g,0g
Kids Grilled Teriyaki Chicken,,8g,5g,22g,5g,0g,320mg,110mg,180,2.5g,0g
Kids Honey Sesame Chicken Breast,,17g,30g,12g,14g,2g,360mg,30mg,320,3g,0g
Kids Honey Walnut Shrimp,,13g,14g,7g,5g,1g,240mg,55mg,200,2g,0g
Kids Hot Szechuan Tofu,,6g,7g,4g,4g,1g,430mg,0mg,100,0.5g,0g
Kids Kung Pao Chicken,,14g,10g,11g,4g,2g,690mg,40mg,200,2.5g,0g
"Kids Mixed Vegetables, Side",,0g,12g,3g,4g,4g,400mg,0mg,60,0g,0g
Kids Mushroom Chicken,,7g,8g,9g,3g,1g,580mg,30mg,130,1.5g,0g
Kids Orange Chicken,,17g,38g,19g,14g,1g,620mg,60mg,370,3.5g,0g
Kids Potato Chicken,,8g,15g,6g,3g,0g,510mg,20mg,140,1.5g,0g
Kids Shanghai Angus Steak with String Beans,,14g,13g,14g,8g,1g,590mg,30mg,230,3g,0g
Kids Steamed Ginger Fish,,4g,3g,5g,2g,0g,660mg,15mg,70,1g,0g
Kids String Bean Chicken Breast,,7g,10g,11g,3g,3g,440mg,25mg,140,1.5g,0g
Kids Sweet & Sour Chicken Breast,,10g,35g,9g,21g,1g,220mg,20mg,270,2g,0g
Kids SweetFire Chicken Breast,,12g,35g,10g,20g,1g,240mg,25mg,280,2g,0g
Kids Teriyaki Chicken,,8g,8g,25g,6g,2g,380mg,115mg,200,2g,0g
Kids White Steamed Rice,,0g,54g,5g,0g,0g,0mg,0mg,240,0g,0g
